isced11,iscedf13,sex,geo,time,value
Master's or equivalent level,Total,Total,Belgium,2013,36993
Master's or equivalent level,Total,Total,Belgium,2014,38592
Master's or equivalent level,Total,Total,Belgium,2015,39093
Master's or equivalent level,Total,Total,Belgium,2016,43162
Master's or equivalent level,Total,Total,Belgium,2017,40674
Master's or equivalent level,Total,Total,Belgium,2018,40951
Master's or equivalent level,Total,Total,Belgium,2019,41026
Master's or equivalent level,Total,Total,Belgium,2020,44129
Master's or equivalent level,Total,Total,Belgium,2021,44605
Master's or equivalent level,Total,Total,Belgium,2022,44446
Master's or equivalent level,Total,Total,Belgium,2023,47736
Master's or equivalent level,Total,Total,Bulgaria,2013,26918
Master's or equivalent level,Total,Total,Bulgaria,2014,26454
Master's or equivalent level,Total,Total,Bulgaria,2015,27118
Master's or equivalent level,Total,Total,Bulgaria,2016,25606
Master's or equivalent level,Total,Total,Bulgaria,2017,24327
Master's or equivalent level,Total,Total,Bulgaria,2018,23415
Master's or equivalent level,Total,Total,Bulgaria,2019,22529
Master's or equivalent level,Total,Total,Bulgaria,2020,20395
Master's or equivalent level,Total,Total,Bulgaria,2021,21002
Master's or equivalent level,Total,Total,Bulgaria,2022,22585
Master's or equivalent level,Total,Total,Bulgaria,2023,20377
Master's or equivalent level,Total,Total,Czechia,2013,38813
Master's or equivalent level,Total,Total,Czechia,2014,45465
Master's or equivalent level,Total,Total,Czechia,2015,43899
Master's or equivalent level,Total,Total,Czechia,2016,38455
Master's or equivalent level,Total,Total,Czechia,2017,39582
Master's or equivalent level,Total,Total,Czechia,2018,33070
Master's or equivalent level,Total,Total,Czechia,2019,32380
Master's or equivalent level,Total,Total,Czechia,2020,30223
Master's or equivalent level,Total,Total,Czechia,2021,28201
Master's or equivalent level,Total,Total,Czechia,2022,27827
Master's or equivalent level,Total,Total,Czechia,2023,29304
Master's or equivalent level,Total,Total,Denmark,2013,17522
Master's or equivalent level,Total,Total,Denmark,2014,18420
Master's or equivalent level,Total,Total,Denmark,2015,20475
Master's or equivalent level,Total,Total,Denmark,2016,27703
Master's or equivalent level,Total,Total,Denmark,2017,26141
Master's or equivalent level,Total,Total,Denmark,2018,24687
Master's or equivalent level,Total,Total,Denmark,2019,24940
Master's or equivalent level,Total,Total,Denmark,2020,24095
Master's or equivalent level,Total,Total,Denmark,2021,25480
Master's or equivalent level,Total,Total,Denmark,2022,24701
Master's or equivalent level,Total,Total,Denmark,2023,24629
Master's or equivalent level,Total,Total,Germany,2013,183931
Master's or equivalent level,Total,Total,Germany,2014,191000
Master's or equivalent level,Total,Total,Germany,2015,196668
Master's or equivalent level,Total,Total,Germany,2016,202984
Master's or equivalent level,Total,Total,Germany,2017,212850
Master's or equivalent level,Total,Total,Germany,2018,216373
Master's or equivalent level,Total,Total,Germany,2019,222689
Master's or equivalent level,Total,Total,Germany,2020,206557
Master's or equivalent level,Total,Total,Germany,2021,223691
Master's or equivalent level,Total,Total,Germany,2022,222706
Master's or equivalent level,Total,Total,Germany,2023,223999
Master's or equivalent level,Total,Total,Estonia,2013,3112
Master's or equivalent level,Total,Total,Estonia,2014,3064
Master's or equivalent level,Total,Total,Estonia,2015,3459
Master's or equivalent level,Total,Total,Estonia,2016,3336
Master's or equivalent level,Total,Total,Estonia,2017,3268
Master's or equivalent level,Total,Total,Estonia,2018,3324
Master's or equivalent level,Total,Total,Estonia,2019,3447
Master's or equivalent level,Total,Total,Estonia,2020,3579
Master's or equivalent level,Total,Total,Estonia,2021,3873
Master's or equivalent level,Total,Total,Estonia,2022,3464
Master's or equivalent level,Total,Total,Estonia,2023,3469
Master's or equivalent level,Total,Total,Ireland,2013,15687
Master's or equivalent level,Total,Total,Ireland,2014,14623
Master's or equivalent level,Total,Total,Ireland,2015,17433
Master's or equivalent level,Total,Total,Ireland,2016,19581
Master's or equivalent level,Total,Total,Ireland,2017,21242
Master's or equivalent level,Total,Total,Ireland,2018,22402
Master's or equivalent level,Total,Total,Ireland,2019,25022
Master's or equivalent level,Total,Total,Ireland,2020,27769
Master's or equivalent level,Total,Total,Ireland,2021,30420
Master's or equivalent level,Total,Total,Ireland,2022,33847
Master's or equivalent level,Total,Total,Ireland,2023,34612
Master's or equivalent level,Total,Total,Greece,2013,11299
Master's or equivalent level,Total,Total,Greece,2014,11730
Master's or equivalent level,Total,Total,Greece,2015,12757
Master's or equivalent level,Total,Total,Greece,2016,14803
Master's or equivalent level,Total,Total,Greece,2017,17124
Master's or equivalent level,Total,Total,Greece,2018,20750
Master's or equivalent level,Total,Total,Greece,2019,20643
Master's or equivalent level,Total,Total,Greece,2020,20577
Master's or equivalent level,Total,Total,Greece,2021,22950
Master's or equivalent level,Total,Total,Greece,2022,25650
Master's or equivalent level,Total,Total,Greece,2023,28588
Master's or equivalent level,Total,Total,Spain,2013,165403
Master's or equivalent level,Total,Total,Spain,2014,151370
Master's or equivalent level,Total,Total,Spain,2015,131253
Master's or equivalent level,Total,Total,Spain,2016,129787
Master's or equivalent level,Total,Total,Spain,2017,131123
Master's or equivalent level,Total,Total,Spain,2018,135398
Master's or equivalent level,Total,Total,Spain,2019,136322
Master's or equivalent level,Total,Total,Spain,2020,154596
Master's or equivalent level,Total,Total,Spain,2021,158469
Master's or equivalent level,Total,Total,Spain,2022,164322
Master's or equivalent level,Total,Total,Spain,2023,176881
Master's or equivalent level,Total,Total,France,2013,263082
Master's or equivalent level,Total,Total,France,2014,269114
Master's or equivalent level,Total,Total,France,2015,281535
Master's or equivalent level,Total,Total,France,2016,286340
Master's or equivalent level,Total,Total,France,2017,291986
Master's or equivalent level,Total,Total,France,2018,298930
Master's or equivalent level,Total,Total,France,2019,309258
Master's or equivalent level,Total,Total,France,2020,315102
Master's or equivalent level,Total,Total,France,2021,339359
Master's or equivalent level,Total,Total,France,2022,351459
Master's or equivalent level,Total,Total,France,2023,373451
Master's or equivalent level,Total,Total,Croatia,2013,16656
Master's or equivalent level,Total,Total,Croatia,2014,16261
Master's or equivalent level,Total,Total,Croatia,2015,16291
Master's or equivalent level,Total,Total,Croatia,2016,15338
Master's or equivalent level,Total,Total,Croatia,2017,15043
Master's or equivalent level,Total,Total,Croatia,2018,15335
Master's or equivalent level,Total,Total,Croatia,2019,16012
Master's or equivalent level,Total,Total,Croatia,2020,15489
Master's or equivalent level,Total,Total,Croatia,2021,16525
Master's or equivalent level,Total,Total,Croatia,2022,15337
Master's or equivalent level,Total,Total,Croatia,2023,15544
Master's or equivalent level,Total,Total,Italy,2013,148534
Master's or equivalent level,Total,Total,Italy,2014,154731
Master's or equivalent level,Total,Total,Italy,2015,154277
Master's or equivalent level,Total,Total,Italy,2016,157540
Master's or equivalent level,Total,Total,Italy,2017,161849
Master's or equivalent level,Total,Total,Italy,2018,164891
Master's or equivalent level,Total,Total,Italy,2019,171998
Master's or equivalent level,Total,Total,Italy,2020,175797
Master's or equivalent level,Total,Total,Italy,2021,189598
Master's or equivalent level,Total,Total,Italy,2022,199243
Master's or equivalent level,Total,Total,Italy,2023,216301
Master's or equivalent level,Total,Total,Cyprus,2013,1855
Master's or equivalent level,Total,Total,Cyprus,2014,3061
Master's or equivalent level,Total,Total,Cyprus,2015,3352
Master's or equivalent level,Total,Total,Cyprus,2016,3969
Master's or equivalent level,Total,Total,Cyprus,2017,4793
Master's or equivalent level,Total,Total,Cyprus,2018,4845
Master's or equivalent level,Total,Total,Cyprus,2019,6019
Master's or equivalent level,Total,Total,Cyprus,2020,5974
Master's or equivalent level,Total,Total,Cyprus,2021,7747
Master's or equivalent level,Total,Total,Cyprus,2022,9359
Master's or equivalent level,Total,Total,Cyprus,2023,8350
Master's or equivalent level,Total,Total,Latvia,2013,4180
Master's or equivalent level,Total,Total,Latvia,2014,4386
Master's or equivalent level,Total,Total,Latvia,2015,4441
Master's or equivalent level,Total,Total,Latvia,2016,4121
Master's or equivalent level,Total,Total,Latvia,2017,4160
Master's or equivalent level,Total,Total,Latvia,2018,4213
Master's or equivalent level,Total,Total,Latvia,2019,4132
Master's or equivalent level,Total,Total,Latvia,2020,4372
Master's or equivalent level,Total,Total,Latvia,2021,4345
Master's or equivalent level,Total,Total,Latvia,2022,3730
Master's or equivalent level,Total,Total,Latvia,2023,3744
Master's or equivalent level,Total,Total,Lithuania,2013,9014
Master's or equivalent level,Total,Total,Lithuania,2014,8673
Master's or equivalent level,Total,Total,Lithuania,2015,8543
Master's or equivalent level,Total,Total,Lithuania,2016,7934
Master's or equivalent level,Total,Total,Lithuania,2017,7630
Master's or equivalent level,Total,Total,Lithuania,2018,6955
Master's or equivalent level,Total,Total,Lithuania,2019,6894
Master's or equivalent level,Total,Total,Lithuania,2020,6957
Master's or equivalent level,Total,Total,Lithuania,2021,6987
Master's or equivalent level,Total,Total,Lithuania,2022,7078
Master's or equivalent level,Total,Total,Lithuania,2023,7161
Master's or equivalent level,Total,Total,Luxembourg,2013,799
Master's or equivalent level,Total,Total,Luxembourg,2014,881
Master's or equivalent level,Total,Total,Luxembourg,2015,735
Master's or equivalent level,Total,Total,Luxembourg,2016,661
Master's or equivalent level,Total,Total,Luxembourg,2017,690
Master's or equivalent level,Total,Total,Luxembourg,2018,731
Master's or equivalent level,Total,Total,Luxembourg,2019,720
Master's or equivalent level,Total,Total,Luxembourg,2020,801
Master's or equivalent level,Total,Total,Luxembourg,2021,992
Master's or equivalent level,Total,Total,Luxembourg,2022,933
Master's or equivalent level,Total,Total,Luxembourg,2023,997
Master's or equivalent level,Total,Total,Hungary,2013,20124
Master's or equivalent level,Total,Total,Hungary,2014,19983
Master's or equivalent level,Total,Total,Hungary,2015,19888
Master's or equivalent level,Total,Total,Hungary,2016,21132
Master's or equivalent level,Total,Total,Hungary,2017,19749
Master's or equivalent level,Total,Total,Hungary,2018,20003
Master's or equivalent level,Total,Total,Hungary,2019,20941
Master's or equivalent level,Total,Total,Hungary,2020,41379
Master's or equivalent level,Total,Total,Hungary,2021,21565
Master's or equivalent level,Total,Total,Hungary,2022,20075
Master's or equivalent level,Total,Total,Hungary,2023,24327
Master's or equivalent level,Total,Total,Malta,2013,987
Master's or equivalent level,Total,Total,Malta,2014,1205
Master's or equivalent level,Total,Total,Malta,2015,1255
Master's or equivalent level,Total,Total,Malta,2016,1229
Master's or equivalent level,Total,Total,Malta,2017,1300
Master's or equivalent level,Total,Total,Malta,2018,1392
Master's or equivalent level,Total,Total,Malta,2019,1684
Master's or equivalent level,Total,Total,Malta,2020,1656
Master's or equivalent level,Total,Total,Malta,2021,1779
Master's or equivalent level,Total,Total,Malta,2022,1813
Master's or equivalent level,Total,Total,Malta,2023,2033
Master's or equivalent level,Total,Total,Netherlands,2013,40262
Master's or equivalent level,Total,Total,Netherlands,2014,41936
Master's or equivalent level,Total,Total,Netherlands,2015,43978
Master's or equivalent level,Total,Total,Netherlands,2016,44889
Master's or equivalent level,Total,Total,Netherlands,2017,45931
Master's or equivalent level,Total,Total,Netherlands,2018,47560
Master's or equivalent level,Total,Total,Netherlands,2019,49431
Master's or equivalent level,Total,Total,Netherlands,2020,50144
Master's or equivalent level,Total,Total,Netherlands,2021,56213
Master's or equivalent level,Total,Total,Netherlands,2022,56150
Master's or equivalent level,Total,Total,Netherlands,2023,58403
Master's or equivalent level,Total,Total,Austria,2013,27830
Master's or equivalent level,Total,Total,Austria,2014,24067
Master's or equivalent level,Total,Total,Austria,2015,24640
Master's or equivalent level,Total,Total,Austria,2016,26170
Master's or equivalent level,Total,Total,Austria,2017,26280
Master's or equivalent level,Total,Total,Austria,2018,26757
Master's or equivalent level,Total,Total,Austria,2019,26256
Master's or equivalent level,Total,Total,Austria,2020,27429
Master's or equivalent level,Total,Total,Austria,2021,27988
Master's or equivalent level,Total,Total,Austria,2022,26936
Master's or equivalent level,Total,Total,Austria,2023,28296
Master's or equivalent level,Total,Total,Poland,2013,198956
Master's or equivalent level,Total,Total,Poland,2014,189872
Master's or equivalent level,Total,Total,Poland,2015,177973
Master's or equivalent level,Total,Total,Poland,2016,166754
Master's or equivalent level,Total,Total,Poland,2017,186785
Master's or equivalent level,Total,Total,Poland,2018,151560
Master's or equivalent level,Total,Total,Poland,2019,146043
Master's or equivalent level,Total,Total,Poland,2020,133100
Master's or equivalent level,Total,Total,Poland,2021,132134
Master's or equivalent level,Total,Total,Poland,2022,131820
Master's or equivalent level,Total,Total,Poland,2023,134209
Master's or equivalent level,Total,Total,Portugal,2013,25017
Master's or equivalent level,Total,Total,Portugal,2014,24034
Master's or equivalent level,Total,Total,Portugal,2015,24912
Master's or equivalent level,Total,Total,Portugal,2016,24022
Master's or equivalent level,Total,Total,Portugal,2017,24406
Master's or equivalent level,Total,Total,Portugal,2018,25019
Master's or equivalent level,Total,Total,Portugal,2019,25769
Master's or equivalent level,Total,Total,Portugal,2020,26235
Master's or equivalent level,Total,Total,Portugal,2021,28112
Master's or equivalent level,Total,Total,Portugal,2022,28387
Master's or equivalent level,Total,Total,Portugal,2023,31920
Master's or equivalent level,Total,Total,Romania,2013,69155
Master's or equivalent level,Total,Total,Romania,2014,66888
Master's or equivalent level,Total,Total,Romania,2015,52706
Master's or equivalent level,Total,Total,Romania,2016,47381
Master's or equivalent level,Total,Total,Romania,2017,48237
Master's or equivalent level,Total,Total,Romania,2018,50998
Master's or equivalent level,Total,Total,Romania,2019,48839
Master's or equivalent level,Total,Total,Romania,2020,51648
Master's or equivalent level,Total,Total,Romania,2021,52377
Master's or equivalent level,Total,Total,Romania,2022,49702
Master's or equivalent level,Total,Total,Romania,2023,48068
Master's or equivalent level,Total,Total,Slovenia,2013,5861
Master's or equivalent level,Total,Total,Slovenia,2014,5619
Master's or equivalent level,Total,Total,Slovenia,2015,5632
Master's or equivalent level,Total,Total,Slovenia,2016,11692
Master's or equivalent level,Total,Total,Slovenia,2017,5149
Master's or equivalent level,Total,Total,Slovenia,2018,5425
Master's or equivalent level,Total,Total,Slovenia,2019,5119
Master's or equivalent level,Total,Total,Slovenia,2020,4678
Master's or equivalent level,Total,Total,Slovenia,2021,5057
Master's or equivalent level,Total,Total,Slovenia,2022,4780
Master's or equivalent level,Total,Total,Slovenia,2023,5040
Master's or equivalent level,Total,Total,Slovakia,2013,34233
Master's or equivalent level,Total,Total,Slovakia,2014,32268
Master's or equivalent level,Total,Total,Slovakia,2015,30592
Master's or equivalent level,Total,Total,Slovakia,2016,28456
Master's or equivalent level,Total,Total,Slovakia,2017,25887
Master's or equivalent level,Total,Total,Slovakia,2018,21688
Master's or equivalent level,Total,Total,Slovakia,2019,20412
Master's or equivalent level,Total,Total,Slovakia,2020,19144
Master's or equivalent level,Total,Total,Slovakia,2021,18954
Master's or equivalent level,Total,Total,Slovakia,2022,16916
Master's or equivalent level,Total,Total,Slovakia,2023,16822
Master's or equivalent level,Total,Total,Finland,2013,17141
Master's or equivalent level,Total,Total,Finland,2014,17547
Master's or equivalent level,Total,Total,Finland,2015,17831
Master's or equivalent level,Total,Total,Finland,2016,17906
Master's or equivalent level,Total,Total,Finland,2017,17808
Master's or equivalent level,Total,Total,Finland,2018,18372
Master's or equivalent level,Total,Total,Finland,2019,19642
Master's or equivalent level,Total,Total,Finland,2020,22474
Master's or equivalent level,Total,Total,Finland,2021,20341
Master's or equivalent level,Total,Total,Finland,2022,20416
Master's or equivalent level,Total,Total,Finland,2023,22632
Master's or equivalent level,Total,Total,Sweden,2013,26372
Master's or equivalent level,Total,Total,Sweden,2014,26747
Master's or equivalent level,Total,Total,Sweden,2015,28717
Master's or equivalent level,Total,Total,Sweden,2016,28869
Master's or equivalent level,Total,Total,Sweden,2017,26940
Master's or equivalent level,Total,Total,Sweden,2018,28483
Master's or equivalent level,Total,Total,Sweden,2019,29236
Master's or equivalent level,Total,Total,Sweden,2020,31928
Master's or equivalent level,Total,Total,Sweden,2021,32423
Master's or equivalent level,Total,Total,Sweden,2022,32322
Master's or equivalent level,Total,Total,Sweden,2023,32643
Master's or equivalent level,Total,Total,Iceland,2013,1128
Master's or equivalent level,Total,Total,Iceland,2014,1382
Master's or equivalent level,Total,Total,Iceland,2015,1361
Master's or equivalent level,Total,Total,Iceland,2016,1411
Master's or equivalent level,Total,Total,Iceland,2017,1367
Master's or equivalent level,Total,Total,Iceland,2018,1317
Master's or equivalent level,Total,Total,Iceland,2019,1385
Master's or equivalent level,Total,Total,Iceland,2020,1488
Master's or equivalent level,Total,Total,Iceland,2021,1776
Master's or equivalent level,Total,Total,Iceland,2022,1845
Master's or equivalent level,Total,Total,Iceland,2023,1808
Master's or equivalent level,Total,Total,Liechtenstein,2013,86
Master's or equivalent level,Total,Total,Liechtenstein,2014,80
Master's or equivalent level,Total,Total,Liechtenstein,2015,83
Master's or equivalent level,Total,Total,Liechtenstein,2016,98
Master's or equivalent level,Total,Total,Liechtenstein,2017,98
Master's or equivalent level,Total,Total,Liechtenstein,2018,81
Master's or equivalent level,Total,Total,Liechtenstein,2019,91
Master's or equivalent level,Total,Total,Liechtenstein,2020,106
Master's or equivalent level,Total,Total,Liechtenstein,2021,97
Master's or equivalent level,Total,Total,Liechtenstein,2022,94
Master's or equivalent level,Total,Total,Norway,2013,11961
Master's or equivalent level,Total,Total,Norway,2014,13267
Master's or equivalent level,Total,Total,Norway,2015,13448
Master's or equivalent level,Total,Total,Norway,2016,13805
Master's or equivalent level,Total,Total,Norway,2017,15445
Master's or equivalent level,Total,Total,Norway,2018,15528
Master's or equivalent level,Total,Total,Norway,2019,16277
Master's or equivalent level,Total,Total,Norway,2020,16163
Master's or equivalent level,Total,Total,Norway,2021,18533
Master's or equivalent level,Total,Total,Norway,2022,20411
Master's or equivalent level,Total,Total,Norway,2023,21873
Master's or equivalent level,Total,Total,Switzerland,2013,22420
Master's or equivalent level,Total,Total,Switzerland,2014,23735
Master's or equivalent level,Total,Total,Switzerland,2015,24531
Master's or equivalent level,Total,Total,Switzerland,2016,25739
Master's or equivalent level,Total,Total,Switzerland,2017,25633
Master's or equivalent level,Total,Total,Switzerland,2018,25862
Master's or equivalent level,Total,Total,Switzerland,2019,26129
Master's or equivalent level,Total,Total,Switzerland,2020,26270
Master's or equivalent level,Total,Total,Switzerland,2021,28344
Master's or equivalent level,Total,Total,Switzerland,2022,28900
Master's or equivalent level,Total,Total,Switzerland,2023,29939
Master's or equivalent level,Total,Total,United Kingdom,2013,234727
Master's or equivalent level,Total,Total,United Kingdom,2014,233768
Master's or equivalent level,Total,Total,United Kingdom,2015,233681
Master's or equivalent level,Total,Total,United Kingdom,2016,233157
Master's or equivalent level,Total,Total,United Kingdom,2017,236485
Master's or equivalent level,Total,Total,United Kingdom,2018,253669
Master's or equivalent level,Total,Total,United Kingdom,2019,283610
Master's or equivalent level,Total,Total,Bosnia and Herzegovina,2019,4516
Master's or equivalent level,Total,Total,Bosnia and Herzegovina,2020,4161
Master's or equivalent level,Total,Total,Bosnia and Herzegovina,2021,4603
Master's or equivalent level,Total,Total,Bosnia and Herzegovina,2022,4391
Master's or equivalent level,Total,Total,Bosnia and Herzegovina,2023,4018
Master's or equivalent level,Total,Total,Montenegro,2016,263
Master's or equivalent level,Total,Total,Montenegro,2017,241
Master's or equivalent level,Total,Total,Montenegro,2018,238
Master's or equivalent level,Total,Total,Montenegro,2019,292
Master's or equivalent level,Total,Total,Montenegro,2020,310
Master's or equivalent level,Total,Total,Montenegro,2021,505
Master's or equivalent level,Total,Total,Montenegro,2023,841
Master's or equivalent level,Total,Total,North Macedonia,2013,1993
Master's or equivalent level,Total,Total,North Macedonia,2014,2609
Master's or equivalent level,Total,Total,North Macedonia,2015,2631
Master's or equivalent level,Total,Total,North Macedonia,2016,2346
Master's or equivalent level,Total,Total,North Macedonia,2017,2252
Master's or equivalent level,Total,Total,North Macedonia,2018,2310
Master's or equivalent level,Total,Total,North Macedonia,2019,2052
Master's or equivalent level,Total,Total,North Macedonia,2020,1865
Master's or equivalent level,Total,Total,North Macedonia,2021,2084
Master's or equivalent level,Total,Total,North Macedonia,2022,1974
Master's or equivalent level,Total,Total,North Macedonia,2023,1948
Master's or equivalent level,Total,Total,Georgia,2023,8399
Master's or equivalent level,Total,Total,Albania,2021,13325
Master's or equivalent level,Total,Total,Albania,2022,12962
Master's or equivalent level,Total,Total,Albania,2023,12483
Master's or equivalent level,Total,Total,Serbia,2014,28203
Master's or equivalent level,Total,Total,Serbia,2015,27313
Master's or equivalent level,Total,Total,Serbia,2016,12684
Master's or equivalent level,Total,Total,Serbia,2017,12364
Master's or equivalent level,Total,Total,Serbia,2018,11796
Master's or equivalent level,Total,Total,Serbia,2019,11486
Master's or equivalent level,Total,Total,Serbia,2020,11889
Master's or equivalent level,Total,Total,Serbia,2021,11350
Master's or equivalent level,Total,Total,Serbia,2022,12552
Master's or equivalent level,Total,Total,Serbia,2023,11729
Master's or equivalent level,Total,Total,Türkiye,2014,51143
Master's or equivalent level,Total,Total,Türkiye,2015,54983
Master's or equivalent level,Total,Total,Türkiye,2016,56077
Master's or equivalent level,Total,Total,Türkiye,2017,63125
Master's or equivalent level,Total,Total,Türkiye,2018,83020
Master's or equivalent level,Total,Total,Türkiye,2019,103811
Master's or equivalent level,Total,Total,Türkiye,2020,80802
Master's or equivalent level,Total,Total,Türkiye,2021,92699
Master's or equivalent level,Total,Total,Türkiye,2022,105142
Master's or equivalent level,Total,Total,Türkiye,2023,125331
Master's or equivalent level,Total,Males,Belgium,2013,16588
Master's or equivalent level,Total,Males,Belgium,2014,17139
Master's or equivalent level,Total,Males,Belgium,2015,17478
Master's or equivalent level,Total,Males,Belgium,2016,18932
Master's or equivalent level,Total,Males,Belgium,2017,17962
Master's or equivalent level,Total,Males,Belgium,2018,18211
Master's or equivalent level,Total,Males,Belgium,2019,18119
Master's or equivalent level,Total,Males,Belgium,2020,19143
Master's or equivalent level,Total,Males,Belgium,2021,18826
Master's or equivalent level,Total,Males,Belgium,2022,18741
Master's or equivalent level,Total,Males,Belgium,2023,20224
Master's or equivalent level,Total,Males,Bulgaria,2013,9852
Master's or equivalent level,Total,Males,Bulgaria,2014,9904
Master's or equivalent level,Total,Males,Bulgaria,2015,9874
Master's or equivalent level,Total,Males,Bulgaria,2016,9168
Master's or equivalent level,Total,Males,Bulgaria,2017,8841
Master's or equivalent level,Total,Males,Bulgaria,2018,8786
Master's or equivalent level,Total,Males,Bulgaria,2019,8317
Master's or equivalent level,Total,Males,Bulgaria,2020,7400
Master's or equivalent level,Total,Males,Bulgaria,2021,7509
Master's or equivalent level,Total,Males,Bulgaria,2022,7797
Master's or equivalent level,Total,Males,Bulgaria,2023,6871
Master's or equivalent level,Total,Males,Czechia,2013,15266
Master's or equivalent level,Total,Males,Czechia,2014,19256
Master's or equivalent level,Total,Males,Czechia,2015,18131
Master's or equivalent level,Total,Males,Czechia,2016,14108
Master's or equivalent level,Total,Males,Czechia,2017,15823
Master's or equivalent level,Total,Males,Czechia,2018,13219
Master's or equivalent level,Total,Males,Czechia,2019,12780
Master's or equivalent level,Total,Males,Czechia,2020,12186
Master's or equivalent level,Total,Males,Czechia,2021,11361
Master's or equivalent level,Total,Males,Czechia,2022,11017
Master's or equivalent level,Total,Males,Czechia,2023,11812
Master's or equivalent level,Total,Males,Denmark,2013,7677
Master's or equivalent level,Total,Males,Denmark,2014,7891
Master's or equivalent level,Total,Males,Denmark,2015,8913
Master's or equivalent level,Total,Males,Denmark,2016,12093
Master's or equivalent level,Total,Males,Denmark,2017,11477
Master's or equivalent level,Total,Males,Denmark,2018,10931
Master's or equivalent level,Total,Males,Denmark,2019,10861
Master's or equivalent level,Total,Males,Denmark,2020,10582
Master's or equivalent level,Total,Males,Denmark,2021,11141
Master's or equivalent level,Total,Males,Denmark,2022,10781
Master's or equivalent level,Total,Males,Denmark,2023,10864
Master's or equivalent level,Total,Males,Germany,2013,84033
Master's or equivalent level,Total,Males,Germany,2014,87229
Master's or equivalent level,Total,Males,Germany,2015,90847
Master's or equivalent level,Total,Males,Germany,2016,95088
Master's or equivalent level,Total,Males,Germany,2017,101283
Master's or equivalent level,Total,Males,Germany,2018,102474
Master's or equivalent level,Total,Males,Germany,2019,103842
Master's or equivalent level,Total,Males,Germany,2020,96052
Master's or equivalent level,Total,Males,Germany,2021,101076
Master's or equivalent level,Total,Males,Germany,2022,101143
Master's or equivalent level,Total,Males,Germany,2023,100748
Master's or equivalent level,Total,Males,Estonia,2013,1062
Master's or equivalent level,Total,Males,Estonia,2014,997
Master's or equivalent level,Total,Males,Estonia,2015,1201
Master's or equivalent level,Total,Males,Estonia,2016,1226
Master's or equivalent level,Total,Males,Estonia,2017,1225
Master's or equivalent level,Total,Males,Estonia,2018,1290
Master's or equivalent level,Total,Males,Estonia,2019,1253
Master's or equivalent level,Total,Males,Estonia,2020,1290
Master's or equivalent level,Total,Males,Estonia,2021,1412
Master's or equivalent level,Total,Males,Estonia,2022,1227
Master's or equivalent level,Total,Males,Estonia,2023,1132
Master's or equivalent level,Total,Males,Ireland,2013,6617
Master's or equivalent level,Total,Males,Ireland,2014,6577
Master's or equivalent level,Total,Males,Ireland,2015,8009
Master's or equivalent level,Total,Males,Ireland,2016,8488
Master's or equivalent level,Total,Males,Ireland,2017,9225
Master's or equivalent level,Total,Males,Ireland,2018,9576
Master's or equivalent level,Total,Males,Ireland,2019,10944
Master's or equivalent level,Total,Males,Ireland,2020,12249
Master's or equivalent level,Total,Males,Ireland,2021,13030
Master's or equivalent level,Total,Males,Ireland,2022,14103
Master's or equivalent level,Total,Males,Ireland,2023,14438
Master's or equivalent level,Total,Males,Greece,2013,4599
Master's or equivalent level,Total,Males,Greece,2014,4717
Master's or equivalent level,Total,Males,Greece,2015,5093
Master's or equivalent level,Total,Males,Greece,2016,6174
Master's or equivalent level,Total,Males,Greece,2017,7137
Master's or equivalent level,Total,Males,Greece,2018,8198
Master's or equivalent level,Total,Males,Greece,2019,7807
Master's or equivalent level,Total,Males,Greece,2020,7935
Master's or equivalent level,Total,Males,Greece,2021,8423
Master's or equivalent level,Total,Males,Greece,2022,9227
Master's or equivalent level,Total,Males,Greece,2023,9884
Master's or equivalent level,Total,Males,Spain,2013,70732
Master's or equivalent level,Total,Males,Spain,2014,66631
Master's or equivalent level,Total,Males,Spain,2015,58180
Master's or equivalent level,Total,Males,Spain,2016,55843
Master's or equivalent level,Total,Males,Spain,2017,56081
Master's or equivalent level,Total,Males,Spain,2018,55629
Master's or equivalent level,Total,Males,Spain,2019,56860
Master's or equivalent level,Total,Males,Spain,2020,61762
Master's or equivalent level,Total,Males,Spain,2021,63462
Master's or equivalent level,Total,Males,Spain,2022,67926
Master's or equivalent level,Total,Males,Spain,2023,68895
Master's or equivalent level,Total,Males,France,2013,119513
Master's or equivalent level,Total,Males,France,2014,122535
Master's or equivalent level,Total,Males,France,2015,127451
Master's or equivalent level,Total,Males,France,2016,129494
Master's or equivalent level,Total,Males,France,2017,130730
Master's or equivalent level,Total,Males,France,2018,134036
Master's or equivalent level,Total,Males,France,2019,140063
Master's or equivalent level,Total,Males,France,2020,142823
Master's or equivalent level,Total,Males,France,2021,153081
Master's or equivalent level,Total,Males,France,2022,156453
Master's or equivalent level,Total,Males,France,2023,165297
Master's or equivalent level,Total,Males,Croatia,2013,6653
Master's or equivalent level,Total,Males,Croatia,2014,6219
Master's or equivalent level,Total,Males,Croatia,2015,6243
Master's or equivalent level,Total,Males,Croatia,2016,5833
Master's or equivalent level,Total,Males,Croatia,2017,5740
Master's or equivalent level,Total,Males,Croatia,2018,5829
Master's or equivalent level,Total,Males,Croatia,2019,6003
Master's or equivalent level,Total,Males,Croatia,2020,5802
Master's or equivalent level,Total,Males,Croatia,2021,6190
Master's or equivalent level,Total,Males,Croatia,2022,5770
Master's or equivalent level,Total,Males,Croatia,2023,5696
Master's or equivalent level,Total,Males,Italy,2013,59762
Master's or equivalent level,Total,Males,Italy,2014,61719
