age,sex,isced11,geo,age_numeric,value
1 years,Females,Bachelor's or equivalent level,Austria,1,0
1 years,Males,Master's or equivalent level,Switzerland,1,0
1 years,Males,Master's or equivalent level,Türkiye,1,0
1 years,Males,Master's or equivalent level,United Kingdom,1,0
1 years,Total,Bachelor's or equivalent level,Austria,1,0
1 years,Total,Bachelor's or equivalent level,Belgium,1,0
1 years,Total,Bachelor's or equivalent level,Bosnia and Herzegovina,1,0
1 years,Total,Bachelor's or equivalent level,Bulgaria,1,0
1 years,Total,Bachelor's or equivalent level,Croatia,1,0
1 years,Total,Bachelor's or equivalent level,Cyprus,1,0
1 years,Total,Bachelor's or equivalent level,Czechia,1,0
1 years,Total,Bachelor's or equivalent level,Denmark,1,0
1 years,Males,Master's or equivalent level,Sweden,1,0
1 years,Total,Bachelor's or equivalent level,Estonia,1,0
1 years,Total,Bachelor's or equivalent level,France,1,0
1 years,Total,Bachelor's or equivalent level,Greece,1,0
1 years,Total,Bachelor's or equivalent level,Hungary,1,0
1 years,Total,Bachelor's or equivalent level,Iceland,1,0
1 years,Total,Bachelor's or equivalent level,Ireland,1,0
1 years,Total,Bachelor's or equivalent level,Italy,1,0
1 years,Total,Bachelor's or equivalent level,Latvia,1,0
1 years,Total,Bachelor's or equivalent level,Liechtenstein,1,0
1 years,Total,Bachelor's or equivalent level,Lithuania,1,0
1 years,Total,Bachelor's or equivalent level,Malta,1,0
1 years,Total,Bachelor's or equivalent level,Montenegro,1,0
1 years,Total,Bachelor's or equivalent level,Finland,1,0
1 years,Total,Bachelor's or equivalent level,Netherlands,1,0
1 years,Males,Master's or equivalent level,Spain,1,0
1 years,Males,Master's or equivalent level,Slovakia,1,0
1 years,Males,Master's or equivalent level,Cyprus,1,0
1 years,Males,Master's or equivalent level,Czechia,1,0
1 years,Males,Master's or equivalent level,Denmark,1,0
1 years,Males,Master's or equivalent level,Estonia,1,0
1 years,Males,Master's or equivalent level,Finland,1,0
1 years,Males,Master's or equivalent level,France,1,0
1 years,Males,Master's or equivalent level,Greece,1,0
1 years,Males,Master's or equivalent level,Hungary,1,0
1 years,Males,Master's or equivalent level,Iceland,1,0
1 years,Males,Master's or equivalent level,Ireland,1,0
1 years,Males,Master's or equivalent level,Italy,1,0
1 years,Males,Master's or equivalent level,Slovenia,1,0
1 years,Males,Master's or equivalent level,Latvia,1,0
1 years,Males,Master's or equivalent level,Lithuania,1,0
1 years,Males,Master's or equivalent level,Luxembourg,1,0
1 years,Males,Master's or equivalent level,Malta,1,0
1 years,Males,Master's or equivalent level,Montenegro,1,0
1 years,Males,Master's or equivalent level,Netherlands,1,0
1 years,Males,Master's or equivalent level,North Macedonia,1,0
1 years,Males,Master's or equivalent level,Norway,1,0
1 years,Males,Master's or equivalent level,Poland,1,0
1 years,Males,Master's or equivalent level,Portugal,1,0
1 years,Males,Master's or equivalent level,Romania,1,0
1 years,Males,Master's or equivalent level,Serbia,1,0
1 years,Males,Master's or equivalent level,Liechtenstein,1,0
1 years,Males,Master's or equivalent level,Croatia,1,0
1 years,Total,Bachelor's or equivalent level,North Macedonia,1,0
1 years,Total,Bachelor's or equivalent level,Poland,1,0
1 years,Total,Master's or equivalent level,Lithuania,1,0
1 years,Total,Master's or equivalent level,Luxembourg,1,0
1 years,Total,Master's or equivalent level,Malta,1,0
1 years,Total,Master's or equivalent level,Montenegro,1,0
1 years,Total,Master's or equivalent level,Netherlands,1,0
1 years,Total,Master's or equivalent level,North Macedonia,1,0
1 years,Total,Master's or equivalent level,Norway,1,0
1 years,Total,Master's or equivalent level,Poland,1,0
1 years,Total,Master's or equivalent level,Portugal,1,0
1 years,Total,Master's or equivalent level,Romania,1,0
1 years,Total,Master's or equivalent level,Serbia,1,0
1 years,Total,Master's or equivalent level,Liechtenstein,1,0
1 years,Total,Master's or equivalent level,Slovakia,1,0
1 years,Total,Master's or equivalent level,Spain,1,0
1 years,Total,Master's or equivalent level,Sweden,1,0
1 years,Total,Master's or equivalent level,Switzerland,1,0
1 years,Total,Master's or equivalent level,Türkiye,1,0
1 years,Total,Master's or equivalent level,United Kingdom,1,0
1 years,Total,Master's or equivalent level,Germany,1,0
1 years,Total,Bachelor's or equivalent level,Germany,1,0
1 years,Males,Master's or equivalent level,Germany,1,0
1 years,Males,Bachelor's or equivalent level,Germany,1,0
1 years,Females,Master's or equivalent level,Germany,1,0
1 years,Females,Bachelor's or equivalent level,Germany,1,0
1 years,Total,Master's or equivalent level,Slovenia,1,0
1 years,Total,Bachelor's or equivalent level,Norway,1,0
1 years,Total,Master's or equivalent level,Latvia,1,0
1 years,Total,Master's or equivalent level,Ireland,1,0
1 years,Total,Bachelor's or equivalent level,Portugal,1,0
1 years,Total,Bachelor's or equivalent level,Romania,1,0
1 years,Total,Bachelor's or equivalent level,Serbia,1,0
1 years,Total,Bachelor's or equivalent level,Slovakia,1,0
1 years,Total,Bachelor's or equivalent level,Slovenia,1,0
1 years,Total,Bachelor's or equivalent level,Spain,1,0
1 years,Total,Bachelor's or equivalent level,Sweden,1,0
1 years,Total,Bachelor's or equivalent level,Switzerland,1,0
1 years,Total,Bachelor's or equivalent level,Türkiye,1,0
1 years,Total,Bachelor's or equivalent level,United Kingdom,1,0
1 years,Total,Master's or equivalent level,Austria,1,0
1 years,Total,Master's or equivalent level,Italy,1,0
1 years,Total,Master's or equivalent level,Belgium,1,0
1 years,Total,Master's or equivalent level,Bulgaria,1,0
1 years,Total,Master's or equivalent level,Croatia,1,0
1 years,Total,Master's or equivalent level,Cyprus,1,0
1 years,Total,Master's or equivalent level,Czechia,1,0
1 years,Total,Master's or equivalent level,Denmark,1,0
1 years,Total,Master's or equivalent level,Estonia,1,0
1 years,Total,Master's or equivalent level,Finland,1,0
1 years,Total,Master's or equivalent level,France,1,0
1 years,Total,Master's or equivalent level,Greece,1,0
1 years,Total,Master's or equivalent level,Hungary,1,0
1 years,Total,Master's or equivalent level,Iceland,1,0
1 years,Total,Master's or equivalent level,Bosnia and Herzegovina,1,0
1 years,Males,Master's or equivalent level,Bulgaria,1,0
1 years,Total,Bachelor's or equivalent level,Luxembourg,1,0
1 years,Males,Master's or equivalent level,Belgium,1,0
1 years,Females,Bachelor's or equivalent level,Serbia,1,0
1 years,Females,Bachelor's or equivalent level,Slovakia,1,0
1 years,Females,Bachelor's or equivalent level,Spain,1,0
1 years,Females,Bachelor's or equivalent level,Sweden,1,0
1 years,Females,Bachelor's or equivalent level,Switzerland,1,0
1 years,Females,Bachelor's or equivalent level,Türkiye,1,0
1 years,Females,Bachelor's or equivalent level,United Kingdom,1,0
1 years,Females,Master's or equivalent level,Austria,1,0
1 years,Females,Master's or equivalent level,Belgium,1,0
1 years,Females,Master's or equivalent level,Bosnia and Herzegovina,1,0
1 years,Females,Master's or equivalent level,Bulgaria,1,0
1 years,Females,Bachelor's or equivalent level,Romania,1,0
1 years,Females,Master's or equivalent level,Croatia,1,0
1 years,Females,Master's or equivalent level,Czechia,1,0
1 years,Females,Master's or equivalent level,Denmark,1,0
1 years,Females,Master's or equivalent level,Estonia,1,0
1 years,Females,Master's or equivalent level,Finland,1,0
1 years,Females,Master's or equivalent level,France,1,0
1 years,Females,Master's or equivalent level,Greece,1,0
1 years,Females,Master's or equivalent level,Hungary,1,0
1 years,Females,Master's or equivalent level,Iceland,1,0
1 years,Females,Master's or equivalent level,Ireland,1,0
1 years,Females,Master's or equivalent level,Italy,1,0
1 years,Females,Master's or equivalent level,Latvia,1,0
1 years,Females,Master's or equivalent level,Cyprus,1,0
1 years,Females,Master's or equivalent level,Liechtenstein,1,0
1 years,Females,Bachelor's or equivalent level,Portugal,1,0
1 years,Females,Bachelor's or equivalent level,Norway,1,0
1 years,Females,Bachelor's or equivalent level,Belgium,1,0
1 years,Females,Bachelor's or equivalent level,Bosnia and Herzegovina,1,0
1 years,Females,Bachelor's or equivalent level,Bulgaria,1,0
1 years,Females,Bachelor's or equivalent level,Croatia,1,0
1 years,Females,Bachelor's or equivalent level,Cyprus,1,0
1 years,Females,Bachelor's or equivalent level,Czechia,1,0
1 years,Males,Master's or equivalent level,Bosnia and Herzegovina,1,0
1 years,Females,Bachelor's or equivalent level,Denmark,1,0
1 years,Females,Bachelor's or equivalent level,Estonia,1,0
1 years,Females,Bachelor's or equivalent level,Finland,1,0
1 years,Females,Bachelor's or equivalent level,France,1,0
1 years,Females,Bachelor's or equivalent level,Poland,1,0
1 years,Females,Bachelor's or equivalent level,Greece,1,0
1 years,Females,Bachelor's or equivalent level,Iceland,1,0
1 years,Females,Bachelor's or equivalent level,Ireland,1,0
1 years,Females,Bachelor's or equivalent level,Italy,1,0
1 years,Females,Bachelor's or equivalent level,Latvia,1,0
1 years,Females,Bachelor's or equivalent level,Liechtenstein,1,0
1 years,Females,Bachelor's or equivalent level,Lithuania,1,0
1 years,Females,Bachelor's or equivalent level,Luxembourg,1,0
1 years,Females,Bachelor's or equivalent level,Malta,1,0
1 years,Females,Bachelor's or equivalent level,Montenegro,1,0
1 years,Females,Bachelor's or equivalent level,Netherlands,1,0
1 years,Females,Bachelor's or equivalent level,North Macedonia,1,0
1 years,Females,Bachelor's or equivalent level,Hungary,1,0
1 years,Females,Master's or equivalent level,Lithuania,1,0
1 years,Females,Bachelor's or equivalent level,Slovenia,1,0
1 years,Females,Master's or equivalent level,Malta,1,0
1 years,Males,Bachelor's or equivalent level,Hungary,1,0
1 years,Males,Bachelor's or equivalent level,Iceland,1,0
1 years,Males,Bachelor's or equivalent level,Ireland,1,0
1 years,Males,Bachelor's or equivalent level,Italy,1,0
1 years,Males,Bachelor's or equivalent level,Latvia,1,0
1 years,Males,Bachelor's or equivalent level,Liechtenstein,1,0
1 years,Males,Bachelor's or equivalent level,Lithuania,1,0
1 years,Males,Bachelor's or equivalent level,Malta,1,0
1 years,Males,Bachelor's or equivalent level,Montenegro,1,0
1 years,Males,Bachelor's or equivalent level,Netherlands,1,0
1 years,Males,Bachelor's or equivalent level,North Macedonia,1,0
1 years,Males,Bachelor's or equivalent level,Norway,1,0
1 years,Males,Bachelor's or equivalent level,Poland,1,0
1 years,Males,Bachelor's or equivalent level,Portugal,1,0
1 years,Males,Bachelor's or equivalent level,Romania,1,0
1 years,Males,Bachelor's or equivalent level,Serbia,1,0
1 years,Males,Bachelor's or equivalent level,Slovakia,1,0
1 years,Males,Master's or equivalent level,Austria,1,0
1 years,Males,Bachelor's or equivalent level,Slovenia,1,0
1 years,Females,Master's or equivalent level,Luxembourg,1,0
1 years,Males,Bachelor's or equivalent level,United Kingdom,1,0
1 years,Males,Bachelor's or equivalent level,Türkiye,1,0
1 years,Males,Bachelor's or equivalent level,Switzerland,1,0
1 years,Males,Bachelor's or equivalent level,Sweden,1,0
1 years,Males,Bachelor's or equivalent level,Spain,1,0
1 years,Males,Bachelor's or equivalent level,Greece,1,0
1 years,Males,Bachelor's or equivalent level,France,1,0
1 years,Males,Bachelor's or equivalent level,Luxembourg,1,0
1 years,Males,Bachelor's or equivalent level,Estonia,1,0
1 years,Females,Master's or equivalent level,Montenegro,1,0
1 years,Females,Master's or equivalent level,Netherlands,1,0
1 years,Females,Master's or equivalent level,North Macedonia,1,0
1 years,Females,Master's or equivalent level,Norway,1,0
1 years,Males,Bachelor's or equivalent level,Finland,1,0
1 years,Females,Master's or equivalent level,Portugal,1,0
1 years,Females,Master's or equivalent level,Romania,1,0
1 years,Females,Master's or equivalent level,Serbia,1,0
1 years,Females,Master's or equivalent level,Slovakia,1,0
1 years,Females,Master's or equivalent level,Slovenia,1,0
1 years,Females,Master's or equivalent level,Spain,1,0
1 years,Females,Master's or equivalent level,Sweden,1,0
1 years,Females,Master's or equivalent level,Poland,1,0
1 years,Females,Master's or equivalent level,Türkiye,1,0
1 years,Females,Master's or equivalent level,Switzerland,1,0
1 years,Males,Bachelor's or equivalent level,Denmark,1,0
1 years,Males,Bachelor's or equivalent level,Czechia,1,0
1 years,Males,Bachelor's or equivalent level,Croatia,1,0
1 years,Males,Bachelor's or equivalent level,Bulgaria,1,0
1 years,Males,Bachelor's or equivalent level,Bosnia and Herzegovina,1,0
1 years,Males,Bachelor's or equivalent level,Cyprus,1,0
1 years,Males,Bachelor's or equivalent level,Belgium,1,0
1 years,Males,Bachelor's or equivalent level,Austria,1,0
1 years,Females,Master's or equivalent level,United Kingdom,1,0
2 years,Males,Master's or equivalent level,Türkiye,2,0
2 years,Males,Master's or equivalent level,Switzerland,2,0
2 years,Total,Bachelor's or equivalent level,Cyprus,2,0
2 years,Total,Bachelor's or equivalent level,Austria,2,0
2 years,Total,Bachelor's or equivalent level,Belgium,2,0
2 years,Total,Bachelor's or equivalent level,Bosnia and Herzegovina,2,0
2 years,Total,Bachelor's or equivalent level,Bulgaria,2,0
2 years,Total,Bachelor's or equivalent level,Croatia,2,0
2 years,Males,Master's or equivalent level,United Kingdom,2,0
2 years,Total,Bachelor's or equivalent level,Czechia,2,0
2 years,Total,Bachelor's or equivalent level,Greece,2,0
2 years,Total,Bachelor's or equivalent level,Estonia,2,0
2 years,Total,Bachelor's or equivalent level,Finland,2,0
2 years,Total,Bachelor's or equivalent level,France,2,0
2 years,Total,Bachelor's or equivalent level,Hungary,2,0
2 years,Total,Bachelor's or equivalent level,Italy,2,0
2 years,Total,Bachelor's or equivalent level,Latvia,2,0
2 years,Total,Bachelor's or equivalent level,Iceland,2,0
2 years,Total,Bachelor's or equivalent level,Ireland,2,0
2 years,Males,Master's or equivalent level,Sweden,2,0
2 years,Total,Bachelor's or equivalent level,Denmark,2,0
2 years,Males,Master's or equivalent level,Spain,2,0
2 years,Males,Master's or equivalent level,Denmark,2,0
2 years,Males,Master's or equivalent level,Slovakia,2,0
2 years,Males,Master's or equivalent level,Bulgaria,2,0
2 years,Total,Bachelor's or equivalent level,Liechtenstein,2,0
2 years,Males,Master's or equivalent level,Croatia,2,0
2 years,Males,Master's or equivalent level,Cyprus,2,0
2 years,Males,Master's or equivalent level,Czechia,2,0
2 years,Males,Master's or equivalent level,Estonia,2,0
2 years,Males,Master's or equivalent level,Finland,2,0
2 years,Males,Master's or equivalent level,France,2,0
2 years,Males,Master's or equivalent level,Greece,2,0
2 years,Males,Master's or equivalent level,Hungary,2,0
2 years,Males,Master's or equivalent level,Iceland,2,0
2 years,Males,Master's or equivalent level,Ireland,2,0
2 years,Males,Master's or equivalent level,Slovenia,2,0
2 years,Males,Master's or equivalent level,Italy,2,0
2 years,Males,Master's or equivalent level,Liechtenstein,2,0
2 years,Males,Master's or equivalent level,Lithuania,2,0
2 years,Males,Master's or equivalent level,Luxembourg,2,0
2 years,Males,Master's or equivalent level,Malta,2,0
2 years,Males,Master's or equivalent level,Montenegro,2,0
2 years,Males,Master's or equivalent level,Netherlands,2,0
2 years,Males,Master's or equivalent level,North Macedonia,2,0
2 years,Males,Master's or equivalent level,Norway,2,0
2 years,Males,Master's or equivalent level,Poland,2,0
2 years,Males,Master's or equivalent level,Portugal,2,0
2 years,Males,Master's or equivalent level,Romania,2,0
2 years,Males,Master's or equivalent level,Serbia,2,0
2 years,Males,Master's or equivalent level,Latvia,2,0
2 years,Total,Bachelor's or equivalent level,Lithuania,2,0
2 years,Total,Master's or equivalent level,Spain,2,0
2 years,Total,Bachelor's or equivalent level,Malta,2,0
2 years,Total,Master's or equivalent level,Hungary,2,0
2 years,Total,Master's or equivalent level,Iceland,2,0
2 years,Total,Master's or equivalent level,Ireland,2,0
2 years,Total,Master's or equivalent level,Italy,2,0
2 years,Total,Master's or equivalent level,Latvia,2,0
2 years,Total,Master's or equivalent level,Liechtenstein,2,0
2 years,Total,Master's or equivalent level,Lithuania,2,0
2 years,Total,Master's or equivalent level,Luxembourg,2,0
2 years,Total,Master's or equivalent level,Malta,2,0
2 years,Total,Master's or equivalent level,Montenegro,2,0
2 years,Total,Master's or equivalent level,Netherlands,2,0
2 years,Total,Master's or equivalent level,North Macedonia,2,0
2 years,Total,Master's or equivalent level,Norway,2,0
2 years,Total,Master's or equivalent level,Poland,2,0
2 years,Total,Master's or equivalent level,Portugal,2,0
2 years,Total,Master's or equivalent level,Romania,2,0
2 years,Total,Master's or equivalent level,Serbia,2,0
2 years,Total,Master's or equivalent level,Slovakia,2,0
2 years,Total,Master's or equivalent level,Slovenia,2,0
2 years,Total,Master's or equivalent level,Sweden,2,0
2 years,Total,Master's or equivalent level,Switzerland,2,0
2 years,Total,Master's or equivalent level,Türkiye,2,0
2 years,Males,Master's or equivalent level,Bosnia and Herzegovina,2,0
2 years,Total,Master's or equivalent level,Greece,2,0
2 years,Total,Bachelor's or equivalent level,Luxembourg,2,0
2 years,Total,Master's or equivalent level,France,2,0
2 years,Total,Master's or equivalent level,Estonia,2,0
2 years,Total,Bachelor's or equivalent level,Montenegro,2,0
2 years,Total,Bachelor's or equivalent level,Netherlands,2,0
2 years,Total,Bachelor's or equivalent level,North Macedonia,2,0
2 years,Total,Bachelor's or equivalent level,Norway,2,0
2 years,Total,Bachelor's or equivalent level,Poland,2,0
2 years,Total,Bachelor's or equivalent level,Portugal,2,0
2 years,Total,Bachelor's or equivalent level,Romania,2,0
2 years,Total,Bachelor's or equivalent level,Serbia,2,0
2 years,Total,Bachelor's or equivalent level,Slovakia,2,0
2 years,Total,Bachelor's or equivalent level,Slovenia,2,0
2 years,Total,Bachelor's or equivalent level,Spain,2,0
2 years,Total,Bachelor's or equivalent level,Sweden,2,0
2 years,Total,Bachelor's or equivalent level,Switzerland,2,0
2 years,Total,Bachelor's or equivalent level,Türkiye,2,0
2 years,Total,Bachelor's or equivalent level,United Kingdom,2,0
2 years,Total,Master's or equivalent level,Austria,2,0
2 years,Total,Master's or equivalent level,Belgium,2,0
2 years,Total,Master's or equivalent level,Bosnia and Herzegovina,2,0
2 years,Total,Master's or equivalent level,Bulgaria,2,0
2 years,Total,Master's or equivalent level,Croatia,2,0
2 years,Total,Master's or equivalent level,Cyprus,2,0
2 years,Total,Master's or equivalent level,Czechia,2,0
2 years,Total,Master's or equivalent level,Denmark,2,0
2 years,Total,Master's or equivalent level,Finland,2,0
2 years,Males,Master's or equivalent level,Belgium,2,0
2 years,Females,Bachelor's or equivalent level,Croatia,2,0
2 years,Males,Bachelor's or equivalent level,United Kingdom,2,0
2 years,Females,Bachelor's or equivalent level,Slovakia,2,0
2 years,Females,Bachelor's or equivalent level,Slovenia,2,0
2 years,Females,Bachelor's or equivalent level,Spain,2,0
2 years,Females,Bachelor's or equivalent level,Sweden,2,0
2 years,Females,Bachelor's or equivalent level,Switzerland,2,0
2 years,Females,Bachelor's or equivalent level,Türkiye,2,0
2 years,Females,Bachelor's or equivalent level,United Kingdom,2,0
2 years,Females,Master's or equivalent level,Austria,2,0
2 years,Females,Master's or equivalent level,Belgium,2,0
2 years,Females,Master's or equivalent level,Bosnia and Herzegovina,2,0
2 years,Females,Master's or equivalent level,Bulgaria,2,0
2 years,Females,Master's or equivalent level,Croatia,2,0
2 years,Females,Master's or equivalent level,Cyprus,2,0
2 years,Females,Master's or equivalent level,Czechia,2,0
2 years,Females,Master's or equivalent level,Denmark,2,0
2 years,Females,Master's or equivalent level,Estonia,2,0
2 years,Females,Master's or equivalent level,Finland,2,0
2 years,Females,Master's or equivalent level,France,2,0
2 years,Females,Master's or equivalent level,Greece,2,0
2 years,Females,Master's or equivalent level,Hungary,2,0
2 years,Females,Master's or equivalent level,Iceland,2,0
2 years,Females,Master's or equivalent level,Ireland,2,0
2 years,Females,Master's or equivalent level,Italy,2,0
2 years,Females,Bachelor's or equivalent level,Serbia,2,0
2 years,Females,Master's or equivalent level,Latvia,2,0
2 years,Females,Bachelor's or equivalent level,Romania,2,0
2 years,Females,Bachelor's or equivalent level,Poland,2,0
2 years,Females,Bachelor's or equivalent level,Bosnia and Herzegovina,2,0
2 years,Females,Bachelor's or equivalent level,Bulgaria,2,0
2 years,Total,Master's or equivalent level,United Kingdom,2,0
2 years,Females,Bachelor's or equivalent level,Cyprus,2,0
2 years,Females,Bachelor's or equivalent level,Czechia,2,0
2 years,Females,Bachelor's or equivalent level,Denmark,2,0
2 years,Females,Bachelor's or equivalent level,Estonia,2,0
2 years,Females,Bachelor's or equivalent level,Finland,2,0
2 years,Females,Bachelor's or equivalent level,France,2,0
2 years,Females,Bachelor's or equivalent level,Greece,2,0
2 years,Females,Bachelor's or equivalent level,Hungary,2,0
2 years,Females,Bachelor's or equivalent level,Iceland,2,0
2 years,Females,Bachelor's or equivalent level,Ireland,2,0
2 years,Females,Bachelor's or equivalent level,Italy,2,0
2 years,Females,Bachelor's or equivalent level,Latvia,2,0
2 years,Females,Bachelor's or equivalent level,Liechtenstein,2,0
2 years,Females,Bachelor's or equivalent level,Lithuania,2,0
2 years,Females,Bachelor's or equivalent level,Luxembourg,2,0
2 years,Females,Bachelor's or equivalent level,Malta,2,0
2 years,Females,Bachelor's or equivalent level,Montenegro,2,0
2 years,Females,Bachelor's or equivalent level,Netherlands,2,0
2 years,Females,Bachelor's or equivalent level,North Macedonia,2,0
2 years,Females,Bachelor's or equivalent level,Norway,2,0
2 years,Females,Bachelor's or equivalent level,Portugal,2,0
2 years,Females,Master's or equivalent level,Liechtenstein,2,0
2 years,Females,Master's or equivalent level,Lithuania,2,0
2 years,Females,Master's or equivalent level,Luxembourg,2,0
2 years,Males,Bachelor's or equivalent level,Hungary,2,0
2 years,Males,Bachelor's or equivalent level,Iceland,2,0
2 years,Males,Bachelor's or equivalent level,Ireland,2,0
2 years,Males,Bachelor's or equivalent level,Italy,2,0
2 years,Males,Bachelor's or equivalent level,Latvia,2,0
2 years,Males,Bachelor's or equivalent level,Liechtenstein,2,0
2 years,Males,Bachelor's or equivalent level,Lithuania,2,0
2 years,Males,Bachelor's or equivalent level,Luxembourg,2,0
2 years,Males,Bachelor's or equivalent level,Malta,2,0
2 years,Males,Bachelor's or equivalent level,Montenegro,2,0
2 years,Males,Bachelor's or equivalent level,Netherlands,2,0
2 years,Males,Bachelor's or equivalent level,North Macedonia,2,0
2 years,Males,Bachelor's or equivalent level,Norway,2,0
2 years,Males,Bachelor's or equivalent level,Poland,2,0
2 years,Males,Bachelor's or equivalent level,Portugal,2,0
2 years,Males,Bachelor's or equivalent level,Romania,2,0
2 years,Males,Bachelor's or equivalent level,Serbia,2,0
2 years,Males,Bachelor's or equivalent level,Slovakia,2,0
2 years,Males,Bachelor's or equivalent level,Slovenia,2,0
2 years,Males,Bachelor's or equivalent level,Spain,2,0
2 years,Males,Bachelor's or equivalent level,Sweden,2,0
2 years,Males,Bachelor's or equivalent level,Switzerland,2,0
2 years,Males,Bachelor's or equivalent level,Türkiye,2,0
2 years,Males,Bachelor's or equivalent level,Greece,2,0
2 years,Males,Bachelor's or equivalent level,France,2,0
2 years,Males,Bachelor's or equivalent level,Finland,2,0
2 years,Males,Bachelor's or equivalent level,Estonia,2,0
2 years,Females,Master's or equivalent level,Malta,2,0
2 years,Females,Master's or equivalent level,Montenegro,2,0
2 years,Females,Master's or equivalent level,Netherlands,2,0
2 years,Females,Master's or equivalent level,North Macedonia,2,0
2 years,Females,Master's or equivalent level,Norway,2,0
2 years,Females,Master's or equivalent level,Poland,2,0
2 years,Females,Master's or equivalent level,Portugal,2,0
2 years,Females,Master's or equivalent level,Romania,2,0
2 years,Females,Master's or equivalent level,Serbia,2,0
2 years,Females,Master's or equivalent level,Slovakia,2,0
2 years,Females,Master's or equivalent level,Slovenia,2,0
2 years,Males,Master's or equivalent level,Austria,2,0
2 years,Females,Master's or equivalent level,Spain,2,0
2 years,Females,Master's or equivalent level,Switzerland,2,0
2 years,Females,Master's or equivalent level,Türkiye,2,0
2 years,Females,Master's or equivalent level,United Kingdom,2,0
2 years,Males,Bachelor's or equivalent level,Austria,2,0
2 years,Males,Bachelor's or equivalent level,Belgium,2,0
2 years,Males,Bachelor's or equivalent level,Bosnia and Herzegovina,2,0
2 years,Males,Bachelor's or equivalent level,Bulgaria,2,0
2 years,Males,Bachelor's or equivalent level,Croatia,2,0
2 years,Males,Bachelor's or equivalent level,Cyprus,2,0
2 years,Males,Bachelor's or equivalent level,Czechia,2,0
2 years,Males,Bachelor's or equivalent level,Denmark,2,0
2 years,Females,Master's or equivalent level,Sweden,2,0
2 years,Females,Bachelor's or equivalent level,Belgium,2,0
2 years,Females,Bachelor's or equivalent level,Austria,2,0
2 years,Total,Master's or equivalent level,Germany,2,0
2 years,Females,Bachelor's or equivalent level,Germany,2,0
2 years,Females,Master's or equivalent level,Germany,2,0
2 years,Males,Bachelor's or equivalent level,Germany,2,0
2 years,Males,Master's or equivalent level,Germany,2,0
2 years,Total,Bachelor's or equivalent level,Germany,2,0
3 years,Males,Master's or equivalent level,Romania,3,0
3 years,Males,Master's or equivalent level,Portugal,3,0
3 years,Males,Master's or equivalent level,Poland,3,0
3 years,Males,Master's or equivalent level,Norway,3,0
3 years,Males,Master's or equivalent level,Switzerland,3,0
3 years,Males,Master's or equivalent level,Netherlands,3,0
3 years,Males,Master's or equivalent level,Serbia,3,0
3 years,Males,Master's or equivalent level,Montenegro,3,0
3 years,Males,Master's or equivalent level,Malta,3,0
3 years,Males,Master's or equivalent level,North Macedonia,3,0
3 years,Males,Master's or equivalent level,Luxembourg,3,0
3 years,Males,Master's or equivalent level,Slovakia,3,0
3 years,Males,Master's or equivalent level,Spain,3,0
3 years,Total,Bachelor's or equivalent level,France,3,0
3 years,Total,Bachelor's or equivalent level,Finland,3,0
3 years,Total,Bachelor's or equivalent level,Estonia,3,0
3 years,Total,Bachelor's or equivalent level,Denmark,3,0
3 years,Total,Bachelor's or equivalent level,Czechia,3,0
3 years,Total,Bachelor's or equivalent level,Cyprus,3,0
3 years,Males,Master's or equivalent level,Slovenia,3,0
3 years,Total,Bachelor's or equivalent level,Croatia,3,0
3 years,Total,Bachelor's or equivalent level,Bosnia and Herzegovina,3,0
3 years,Total,Bachelor's or equivalent level,Belgium,3,0
3 years,Total,Bachelor's or equivalent level,Austria,3,0
3 years,Males,Master's or equivalent level,United Kingdom,3,0
3 years,Males,Master's or equivalent level,Türkiye,3,0
3 years,Males,Master's or equivalent level,Sweden,3,0
3 years,Total,Bachelor's or equivalent level,Bulgaria,3,0
3 years,Males,Master's or equivalent level,Lithuania,3,0
3 years,Males,Master's or equivalent level,Italy,3,0
3 years,Males,Master's or equivalent level,Latvia,3,0
3 years,Males,Bachelor's or equivalent level,Poland,3,0
3 years,Males,Bachelor's or equivalent level,Portugal,3,0
3 years,Males,Bachelor's or equivalent level,Romania,3,0
3 years,Males,Bachelor's or equivalent level,Serbia,3,0
3 years,Males,Bachelor's or equivalent level,Slovakia,3,0
3 years,Males,Bachelor's or equivalent level,Slovenia,3,0
3 years,Males,Bachelor's or equivalent level,Spain,3,0
3 years,Males,Bachelor's or equivalent level,Sweden,3,0
3 years,Males,Bachelor's or equivalent level,Switzerland,3,0
3 years,Males,Bachelor's or equivalent level,Türkiye,3,0
3 years,Males,Bachelor's or equivalent level,United Kingdom,3,0
3 years,Males,Master's or equivalent level,Austria,3,0
3 years,Males,Master's or equivalent level,Liechtenstein,3,0
3 years,Males,Master's or equivalent level,Belgium,3,0
3 years,Males,Master's or equivalent level,Croatia,3,0
3 years,Males,Master's or equivalent level,Cyprus,3,0
3 years,Males,Master's or equivalent level,Czechia,3,0
3 years,Males,Master's or equivalent level,Denmark,3,0
3 years,Males,Master's or equivalent level,Estonia,3,0
3 years,Males,Master's or equivalent level,Finland,3,0
3 years,Males,Master's or equivalent level,France,3,0
3 years,Males,Master's or equivalent level,Greece,3,0
3 years,Males,Master's or equivalent level,Hungary,3,0
3 years,Males,Master's or equivalent level,Iceland,3,0
3 years,Males,Master's or equivalent level,Ireland,3,0
3 years,Total,Bachelor's or equivalent level,Greece,3,0
3 years,Males,Master's or equivalent level,Bosnia and Herzegovina,3,0
