age,sex,isced11,geo,age_numeric,value
49 years,Males,Bachelor's or equivalent level,Switzerland,49,306
49 years,Males,Bachelor's or equivalent level,Sweden,49,431
50 years,Females,Bachelor's or equivalent level,Germany,50,7682
50 years,Females,Master's or equivalent level,Germany,50,3467
50 years,Males,Bachelor's or equivalent level,Germany,50,6165
50 years,Males,Master's or equivalent level,Germany,50,3331
50 years,Total,Bachelor's or equivalent level,Germany,50,13847
50 years,Total,Master's or equivalent level,Germany,50,6798
50 years,Males,Bachelor's or equivalent level,Bosnia and Herzegovina,50,83
50 years,Females,Bachelor's or equivalent level,Finland,50,1939
50 years,Total,Master's or equivalent level,North Macedonia,50,4
50 years,Total,Master's or equivalent level,Norway,50,1781
50 years,Total,Master's or equivalent level,Poland,50,3214
50 years,Total,Master's or equivalent level,Portugal,50,1337
50 years,Total,Master's or equivalent level,Serbia,50,214
50 years,Total,Master's or equivalent level,Slovakia,50,56
50 years,Total,Master's or equivalent level,Slovenia,50,112
50 years,Total,Master's or equivalent level,Spain,50,4578
50 years,Total,Master's or equivalent level,Sweden,50,3005
50 years,Total,Master's or equivalent level,Switzerland,50,1221
50 years,Total,Master's or equivalent level,Türkiye,50,3541
50 years,Total,Master's or equivalent level,Netherlands,50,4989
50 years,Total,Master's or equivalent level,United Kingdom,50,15547
50 years,Males,Bachelor's or equivalent level,Austria,50,650
50 years,Females,Master's or equivalent level,United Kingdom,50,10032
50 years,Females,Master's or equivalent level,Türkiye,50,1159
50 years,Females,Master's or equivalent level,Switzerland,50,768
50 years,Females,Master's or equivalent level,Sweden,50,2382
50 years,Females,Master's or equivalent level,Spain,50,2259
50 years,Females,Master's or equivalent level,Slovenia,50,66
50 years,Females,Master's or equivalent level,Slovakia,50,42
50 years,Females,Master's or equivalent level,Serbia,50,127
50 years,Females,Master's or equivalent level,Portugal,50,756
50 years,Females,Master's or equivalent level,Poland,50,2498
50 years,Females,Bachelor's or equivalent level,Belgium,50,455
50 years,Total,Master's or equivalent level,Montenegro,50,4
50 years,Total,Master's or equivalent level,Malta,50,136
50 years,Total,Master's or equivalent level,Luxembourg,50,35
50 years,Total,Bachelor's or equivalent level,Slovenia,50,111
50 years,Total,Bachelor's or equivalent level,Spain,50,16967
50 years,Total,Bachelor's or equivalent level,Sweden,50,6501
50 years,Total,Bachelor's or equivalent level,Switzerland,50,2016
50 years,Total,Bachelor's or equivalent level,Türkiye,50,35974
50 years,Total,Bachelor's or equivalent level,United Kingdom,50,13469
50 years,Total,Master's or equivalent level,Austria,50,2862
50 years,Total,Master's or equivalent level,Belgium,50,595
50 years,Total,Master's or equivalent level,Bosnia and Herzegovina,50,110
50 years,Total,Master's or equivalent level,Bulgaria,50,865
50 years,Total,Master's or equivalent level,Croatia,50,290
50 years,Total,Master's or equivalent level,Cyprus,50,576
50 years,Total,Master's or equivalent level,Czechia,50,938
50 years,Total,Master's or equivalent level,Denmark,50,1040
50 years,Total,Master's or equivalent level,Estonia,50,223
50 years,Total,Master's or equivalent level,Finland,50,2250
50 years,Total,Master's or equivalent level,France,50,6776
50 years,Total,Master's or equivalent level,Greece,50,3823
50 years,Total,Master's or equivalent level,Hungary,50,1014
50 years,Total,Master's or equivalent level,Iceland,50,226
50 years,Total,Master's or equivalent level,Ireland,50,1309
50 years,Total,Master's or equivalent level,Italy,50,7520
50 years,Total,Master's or equivalent level,Latvia,50,203
50 years,Total,Master's or equivalent level,Liechtenstein,50,0
50 years,Total,Master's or equivalent level,Lithuania,50,168
50 years,Females,Master's or equivalent level,Norway,50,1264
50 years,Total,Bachelor's or equivalent level,Slovakia,50,14
50 years,Females,Master's or equivalent level,North Macedonia,50,0
50 years,Females,Master's or equivalent level,Montenegro,50,0
50 years,Females,Bachelor's or equivalent level,Portugal,50,798
50 years,Females,Bachelor's or equivalent level,Poland,50,5005
50 years,Females,Bachelor's or equivalent level,Norway,50,3862
50 years,Females,Bachelor's or equivalent level,North Macedonia,50,106
50 years,Females,Bachelor's or equivalent level,Netherlands,50,4421
50 years,Females,Bachelor's or equivalent level,Montenegro,50,21
50 years,Females,Bachelor's or equivalent level,Malta,50,43
50 years,Females,Bachelor's or equivalent level,Luxembourg,50,13
50 years,Females,Bachelor's or equivalent level,Lithuania,50,294
50 years,Females,Bachelor's or equivalent level,Liechtenstein,50,1
50 years,Females,Bachelor's or equivalent level,Latvia,50,196
50 years,Females,Bachelor's or equivalent level,Serbia,50,223
50 years,Females,Bachelor's or equivalent level,Italy,50,6053
50 years,Females,Bachelor's or equivalent level,Iceland,50,180
50 years,Females,Bachelor's or equivalent level,Hungary,50,1561
50 years,Females,Bachelor's or equivalent level,Greece,50,7823
50 years,Females,Bachelor's or equivalent level,France,50,2667
50 years,Females,Bachelor's or equivalent level,Estonia,50,198
50 years,Females,Bachelor's or equivalent level,Denmark,50,2608
50 years,Females,Bachelor's or equivalent level,Czechia,50,718
50 years,Females,Bachelor's or equivalent level,Cyprus,50,87
50 years,Females,Bachelor's or equivalent level,Croatia,50,116
50 years,Females,Bachelor's or equivalent level,Bulgaria,50,480
50 years,Females,Bachelor's or equivalent level,Bosnia and Herzegovina,50,98
50 years,Females,Bachelor's or equivalent level,Ireland,50,628
50 years,Females,Bachelor's or equivalent level,Slovakia,50,3
50 years,Females,Bachelor's or equivalent level,Slovenia,50,61
50 years,Females,Bachelor's or equivalent level,Spain,50,8694
50 years,Females,Master's or equivalent level,Malta,50,68
50 years,Females,Master's or equivalent level,Luxembourg,50,17
50 years,Females,Master's or equivalent level,Lithuania,50,131
50 years,Females,Master's or equivalent level,Liechtenstein,50,0
50 years,Females,Master's or equivalent level,Latvia,50,146
50 years,Females,Master's or equivalent level,Italy,50,4176
50 years,Females,Master's or equivalent level,Ireland,50,802
50 years,Females,Master's or equivalent level,Iceland,50,160
50 years,Females,Master's or equivalent level,Hungary,50,631
50 years,Females,Master's or equivalent level,Greece,50,2132
50 years,Females,Master's or equivalent level,France,50,4312
50 years,Females,Master's or equivalent level,Finland,50,1532
50 years,Females,Master's or equivalent level,Estonia,50,176
50 years,Females,Master's or equivalent level,Denmark,50,667
50 years,Females,Master's or equivalent level,Czechia,50,647
50 years,Females,Master's or equivalent level,Cyprus,50,354
50 years,Females,Master's or equivalent level,Croatia,50,206
50 years,Females,Master's or equivalent level,Bulgaria,50,543
50 years,Females,Master's or equivalent level,Bosnia and Herzegovina,50,50
50 years,Females,Master's or equivalent level,Belgium,50,316
50 years,Females,Master's or equivalent level,Austria,50,1469
50 years,Females,Bachelor's or equivalent level,United Kingdom,50,8652
50 years,Females,Bachelor's or equivalent level,Türkiye,50,13375
50 years,Females,Bachelor's or equivalent level,Switzerland,50,1179
50 years,Females,Bachelor's or equivalent level,Sweden,50,4698
50 years,Females,Master's or equivalent level,Netherlands,50,2995
50 years,Total,Bachelor's or equivalent level,Serbia,50,393
50 years,Females,Bachelor's or equivalent level,Austria,50,803
50 years,Total,Bachelor's or equivalent level,Poland,50,7330
50 years,Males,Bachelor's or equivalent level,Slovakia,50,11
50 years,Males,Bachelor's or equivalent level,Serbia,50,170
50 years,Males,Bachelor's or equivalent level,Portugal,50,777
50 years,Males,Bachelor's or equivalent level,Poland,50,2325
50 years,Males,Bachelor's or equivalent level,Norway,50,1531
50 years,Males,Bachelor's or equivalent level,North Macedonia,50,155
50 years,Males,Bachelor's or equivalent level,Netherlands,50,3009
50 years,Males,Bachelor's or equivalent level,Montenegro,50,18
50 years,Males,Bachelor's or equivalent level,Malta,50,13
50 years,Males,Bachelor's or equivalent level,Slovenia,50,50
50 years,Males,Bachelor's or equivalent level,Luxembourg,50,9
50 years,Males,Bachelor's or equivalent level,Lithuania,50,129
50 years,Males,Bachelor's or equivalent level,Latvia,50,75
50 years,Males,Bachelor's or equivalent level,Italy,50,5123
50 years,Males,Bachelor's or equivalent level,Ireland,50,420
50 years,Males,Bachelor's or equivalent level,Iceland,50,46
50 years,Males,Bachelor's or equivalent level,Hungary,50,579
50 years,Males,Bachelor's or equivalent level,Greece,50,8287
50 years,Males,Bachelor's or equivalent level,France,50,1130
50 years,Males,Bachelor's or equivalent level,Belgium,50,282
50 years,Males,Master's or equivalent level,Liechtenstein,50,0
50 years,Males,Bachelor's or equivalent level,Finland,50,1174
50 years,Males,Bachelor's or equivalent level,Spain,50,8273
50 years,Males,Bachelor's or equivalent level,Switzerland,50,837
50 years,Total,Bachelor's or equivalent level,Portugal,50,1575
50 years,Males,Master's or equivalent level,Latvia,50,57
50 years,Males,Master's or equivalent level,Italy,50,3344
50 years,Males,Master's or equivalent level,Ireland,50,507
50 years,Males,Master's or equivalent level,Iceland,50,66
50 years,Males,Master's or equivalent level,Hungary,50,383
50 years,Males,Master's or equivalent level,Greece,50,1691
50 years,Males,Master's or equivalent level,France,50,2464
50 years,Males,Master's or equivalent level,Finland,50,718
50 years,Males,Bachelor's or equivalent level,Sweden,50,1803
50 years,Males,Master's or equivalent level,Estonia,50,47
50 years,Males,Master's or equivalent level,Czechia,50,291
50 years,Males,Master's or equivalent level,Cyprus,50,222
50 years,Males,Master's or equivalent level,Croatia,50,84
50 years,Males,Master's or equivalent level,Bulgaria,50,322
50 years,Males,Master's or equivalent level,Bosnia and Herzegovina,50,60
50 years,Males,Master's or equivalent level,Belgium,50,279
50 years,Males,Master's or equivalent level,Austria,50,1393
50 years,Males,Bachelor's or equivalent level,United Kingdom,50,4817
50 years,Males,Bachelor's or equivalent level,Türkiye,50,22599
50 years,Males,Master's or equivalent level,Denmark,50,373
50 years,Males,Bachelor's or equivalent level,Estonia,50,52
50 years,Males,Bachelor's or equivalent level,Liechtenstein,50,1
50 years,Males,Bachelor's or equivalent level,Czechia,50,327
50 years,Males,Master's or equivalent level,Serbia,50,87
50 years,Males,Master's or equivalent level,Slovakia,50,14
50 years,Males,Master's or equivalent level,Slovenia,50,46
50 years,Males,Master's or equivalent level,Spain,50,2319
50 years,Males,Master's or equivalent level,Sweden,50,623
50 years,Total,Bachelor's or equivalent level,Iceland,50,226
50 years,Total,Bachelor's or equivalent level,Hungary,50,2140
50 years,Total,Bachelor's or equivalent level,Greece,50,16110
50 years,Males,Bachelor's or equivalent level,Denmark,50,935
50 years,Total,Bachelor's or equivalent level,France,50,3797
50 years,Total,Bachelor's or equivalent level,Finland,50,3113
50 years,Males,Master's or equivalent level,Switzerland,50,453
50 years,Males,Master's or equivalent level,Türkiye,50,2382
50 years,Males,Master's or equivalent level,United Kingdom,50,5515
50 years,Total,Bachelor's or equivalent level,Austria,50,1452
50 years,Total,Bachelor's or equivalent level,Belgium,50,737
50 years,Total,Bachelor's or equivalent level,Bosnia and Herzegovina,50,181
50 years,Total,Bachelor's or equivalent level,Bulgaria,50,821
50 years,Total,Bachelor's or equivalent level,Croatia,50,186
50 years,Total,Bachelor's or equivalent level,Cyprus,50,151
50 years,Total,Bachelor's or equivalent level,Czechia,50,1045
50 years,Males,Master's or equivalent level,Portugal,50,581
50 years,Total,Bachelor's or equivalent level,Ireland,50,1048
50 years,Total,Bachelor's or equivalent level,Italy,50,11176
50 years,Total,Bachelor's or equivalent level,Latvia,50,271
50 years,Males,Bachelor's or equivalent level,Cyprus,50,64
50 years,Males,Bachelor's or equivalent level,Croatia,50,70
50 years,Males,Bachelor's or equivalent level,Bulgaria,50,341
50 years,Males,Master's or equivalent level,Lithuania,50,37
50 years,Males,Master's or equivalent level,Luxembourg,50,18
50 years,Males,Master's or equivalent level,Malta,50,68
50 years,Males,Master's or equivalent level,Montenegro,50,4
50 years,Males,Master's or equivalent level,Netherlands,50,1994
50 years,Males,Master's or equivalent level,North Macedonia,50,4
50 years,Total,Bachelor's or equivalent level,Denmark,50,3543
50 years,Total,Bachelor's or equivalent level,Estonia,50,249
50 years,Total,Bachelor's or equivalent level,Norway,50,5393
50 years,Total,Bachelor's or equivalent level,North Macedonia,50,261
50 years,Total,Bachelor's or equivalent level,Netherlands,50,7430
50 years,Total,Bachelor's or equivalent level,Montenegro,50,39
50 years,Total,Bachelor's or equivalent level,Malta,50,56
50 years,Total,Bachelor's or equivalent level,Luxembourg,50,22
50 years,Males,Master's or equivalent level,Poland,50,716
50 years,Total,Bachelor's or equivalent level,Lithuania,50,423
50 years,Total,Bachelor's or equivalent level,Liechtenstein,50,2
50 years,Males,Master's or equivalent level,Norway,50,517
55 years,Total,Master's or equivalent level,North Macedonia,55,0
55 years,Total,Master's or equivalent level,Poland,55,902
55 years,Total,Master's or equivalent level,Norway,55,731
55 years,Total,Master's or equivalent level,Malta,55,54
55 years,Total,Master's or equivalent level,Montenegro,55,3
55 years,Total,Master's or equivalent level,Croatia,55,65
55 years,Total,Master's or equivalent level,Portugal,55,693
55 years,Total,Master's or equivalent level,Cyprus,55,170
55 years,Total,Master's or equivalent level,Czechia,55,392
55 years,Total,Master's or equivalent level,Denmark,55,454
55 years,Total,Master's or equivalent level,Estonia,55,77
55 years,Total,Master's or equivalent level,Finland,55,1078
55 years,Total,Master's or equivalent level,France,55,3292
55 years,Total,Master's or equivalent level,Greece,55,1311
55 years,Total,Master's or equivalent level,Hungary,55,392
55 years,Total,Master's or equivalent level,Iceland,55,121
55 years,Total,Master's or equivalent level,Ireland,55,558
55 years,Total,Master's or equivalent level,Italy,55,3921
55 years,Total,Master's or equivalent level,Latvia,55,88
55 years,Total,Master's or equivalent level,Liechtenstein,55,0
55 years,Total,Master's or equivalent level,Lithuania,55,71
55 years,Total,Master's or equivalent level,Luxembourg,55,11
55 years,Total,Master's or equivalent level,Netherlands,55,3492
55 years,Total,Master's or equivalent level,Serbia,55,79
55 years,Females,Master's or equivalent level,Sweden,55,1129
55 years,Total,Master's or equivalent level,Slovenia,55,42
55 years,Females,Master's or equivalent level,Liechtenstein,55,0
55 years,Females,Master's or equivalent level,Malta,55,26
55 years,Females,Master's or equivalent level,Montenegro,55,1
55 years,Females,Master's or equivalent level,Netherlands,55,1681
55 years,Females,Master's or equivalent level,North Macedonia,55,0
55 years,Females,Master's or equivalent level,Norway,55,511
55 years,Females,Master's or equivalent level,Poland,55,583
55 years,Females,Master's or equivalent level,Portugal,55,355
55 years,Females,Master's or equivalent level,Serbia,55,42
55 years,Females,Master's or equivalent level,Slovakia,55,7
55 years,Females,Master's or equivalent level,Slovenia,55,18
55 years,Total,Master's or equivalent level,Slovakia,55,14
55 years,Females,Master's or equivalent level,Spain,55,760
55 years,Females,Master's or equivalent level,Switzerland,55,278
55 years,Females,Master's or equivalent level,Türkiye,55,422
55 years,Females,Master's or equivalent level,United Kingdom,55,4437
55 years,Males,Bachelor's or equivalent level,Austria,55,412
55 years,Males,Bachelor's or equivalent level,Belgium,55,133
55 years,Males,Bachelor's or equivalent level,Bosnia and Herzegovina,55,38
55 years,Total,Master's or equivalent level,United Kingdom,55,7354
55 years,Total,Master's or equivalent level,Türkiye,55,1356
55 years,Total,Master's or equivalent level,Switzerland,55,492
55 years,Total,Master's or equivalent level,Sweden,55,1413
55 years,Total,Master's or equivalent level,Spain,55,1781
55 years,Total,Master's or equivalent level,Bulgaria,55,322
55 years,Total,Master's or equivalent level,Bosnia and Herzegovina,55,24
55 years,Total,Bachelor's or equivalent level,Italy,55,5485
55 years,Total,Master's or equivalent level,Austria,55,1330
55 years,Males,Bachelor's or equivalent level,Spain,55,4501
55 years,Males,Bachelor's or equivalent level,Sweden,55,1022
55 years,Males,Bachelor's or equivalent level,Switzerland,55,300
55 years,Males,Bachelor's or equivalent level,Türkiye,55,10288
55 years,Males,Bachelor's or equivalent level,United Kingdom,55,2900
55 years,Males,Master's or equivalent level,Austria,55,691
55 years,Males,Master's or equivalent level,Belgium,55,147
55 years,Males,Master's or equivalent level,Bosnia and Herzegovina,55,12
55 years,Males,Master's or equivalent level,Bulgaria,55,145
55 years,Males,Master's or equivalent level,Croatia,55,25
55 years,Males,Bachelor's or equivalent level,Slovenia,55,14
55 years,Males,Master's or equivalent level,Cyprus,55,72
55 years,Males,Master's or equivalent level,Denmark,55,168
55 years,Males,Master's or equivalent level,Estonia,55,23
55 years,Males,Master's or equivalent level,Finland,55,323
55 years,Males,Master's or equivalent level,France,55,1363
55 years,Males,Master's or equivalent level,Greece,55,615
55 years,Males,Master's or equivalent level,Hungary,55,183
55 years,Males,Master's or equivalent level,Iceland,55,25
55 years,Males,Master's or equivalent level,Ireland,55,210
55 years,Males,Master's or equivalent level,Italy,55,1947
55 years,Males,Master's or equivalent level,Latvia,55,22
55 years,Males,Master's or equivalent level,Czechia,55,131
55 years,Males,Master's or equivalent level,Liechtenstein,55,0
55 years,Males,Bachelor's or equivalent level,Serbia,55,75
55 years,Males,Bachelor's or equivalent level,Poland,55,946
55 years,Males,Bachelor's or equivalent level,Bulgaria,55,141
55 years,Males,Bachelor's or equivalent level,Croatia,55,15
55 years,Males,Bachelor's or equivalent level,Cyprus,55,27
55 years,Males,Bachelor's or equivalent level,Czechia,55,104
55 years,Males,Bachelor's or equivalent level,Denmark,55,490
55 years,Males,Bachelor's or equivalent level,Estonia,55,19
55 years,Males,Bachelor's or equivalent level,Finland,55,613
55 years,Males,Bachelor's or equivalent level,France,55,632
55 years,Males,Bachelor's or equivalent level,Greece,55,4483
55 years,Males,Bachelor's or equivalent level,Hungary,55,237
55 years,Males,Bachelor's or equivalent level,Portugal,55,466
55 years,Males,Bachelor's or equivalent level,Iceland,55,36
55 years,Males,Bachelor's or equivalent level,Italy,55,2800
55 years,Males,Bachelor's or equivalent level,Latvia,55,36
55 years,Males,Bachelor's or equivalent level,Liechtenstein,55,1
55 years,Males,Bachelor's or equivalent level,Lithuania,55,36
55 years,Males,Bachelor's or equivalent level,Luxembourg,55,1
55 years,Males,Bachelor's or equivalent level,Malta,55,7
55 years,Males,Bachelor's or equivalent level,Montenegro,55,4
55 years,Males,Bachelor's or equivalent level,Netherlands,55,2456
55 years,Males,Bachelor's or equivalent level,North Macedonia,55,33
55 years,Males,Bachelor's or equivalent level,Norway,55,781
55 years,Males,Bachelor's or equivalent level,Ireland,55,221
55 years,Total,Master's or equivalent level,Belgium,55,262
55 years,Males,Master's or equivalent level,Lithuania,55,19
55 years,Males,Master's or equivalent level,Malta,55,28
55 years,Total,Bachelor's or equivalent level,Hungary,55,643
55 years,Total,Bachelor's or equivalent level,Iceland,55,140
55 years,Total,Bachelor's or equivalent level,Ireland,55,497
55 years,Total,Bachelor's or equivalent level,Latvia,55,115
55 years,Total,Bachelor's or equivalent level,Liechtenstein,55,1
55 years,Total,Bachelor's or equivalent level,Lithuania,55,168
55 years,Total,Bachelor's or equivalent level,Luxembourg,55,2
55 years,Total,Bachelor's or equivalent level,Malta,55,16
55 years,Total,Bachelor's or equivalent level,Montenegro,55,5
55 years,Total,Bachelor's or equivalent level,Netherlands,55,5260
55 years,Total,Bachelor's or equivalent level,Greece,55,7393
55 years,Total,Bachelor's or equivalent level,North Macedonia,55,58
55 years,Total,Bachelor's or equivalent level,Poland,55,2920
55 years,Total,Bachelor's or equivalent level,Portugal,55,852
55 years,Total,Bachelor's or equivalent level,Serbia,55,136
55 years,Total,Bachelor's or equivalent level,Slovakia,55,1
55 years,Total,Bachelor's or equivalent level,Slovenia,55,25
55 years,Total,Bachelor's or equivalent level,Spain,55,8815
55 years,Total,Bachelor's or equivalent level,Sweden,55,3352
55 years,Total,Bachelor's or equivalent level,Switzerland,55,669
55 years,Total,Bachelor's or equivalent level,Türkiye,55,15531
55 years,Total,Bachelor's or equivalent level,United Kingdom,55,6951
55 years,Total,Bachelor's or equivalent level,Norway,55,2292
55 years,Males,Master's or equivalent level,Luxembourg,55,8
55 years,Total,Bachelor's or equivalent level,France,55,1853
55 years,Total,Bachelor's or equivalent level,Estonia,55,102
55 years,Males,Master's or equivalent level,Montenegro,55,2
55 years,Males,Master's or equivalent level,Netherlands,55,1811
55 years,Males,Master's or equivalent level,North Macedonia,55,0
55 years,Males,Master's or equivalent level,Norway,55,220
55 years,Males,Master's or equivalent level,Poland,55,319
55 years,Males,Master's or equivalent level,Portugal,55,338
55 years,Males,Master's or equivalent level,Serbia,55,37
55 years,Males,Master's or equivalent level,Slovakia,55,7
55 years,Males,Master's or equivalent level,Slovenia,55,24
55 years,Males,Master's or equivalent level,Spain,55,1021
55 years,Total,Bachelor's or equivalent level,Finland,55,1481
55 years,Males,Master's or equivalent level,Sweden,55,283
55 years,Males,Master's or equivalent level,Türkiye,55,934
55 years,Males,Master's or equivalent level,United Kingdom,55,2917
55 years,Total,Bachelor's or equivalent level,Austria,55,848
55 years,Total,Bachelor's or equivalent level,Belgium,55,275
55 years,Total,Bachelor's or equivalent level,Bosnia and Herzegovina,55,72
55 years,Total,Bachelor's or equivalent level,Bulgaria,55,312
55 years,Total,Bachelor's or equivalent level,Croatia,55,40
55 years,Total,Bachelor's or equivalent level,Cyprus,55,57
55 years,Total,Bachelor's or equivalent level,Czechia,55,287
55 years,Total,Bachelor's or equivalent level,Denmark,55,1652
55 years,Males,Master's or equivalent level,Switzerland,55,214
55 years,Males,Bachelor's or equivalent level,Slovakia,55,1
55 years,Females,Master's or equivalent level,Lithuania,55,52
55 years,Females,Master's or equivalent level,Austria,55,639
55 years,Females,Bachelor's or equivalent level,Montenegro,55,1
55 years,Females,Bachelor's or equivalent level,Netherlands,55,2804
55 years,Females,Bachelor's or equivalent level,North Macedonia,55,25
55 years,Females,Bachelor's or equivalent level,Poland,55,1974
55 years,Females,Bachelor's or equivalent level,Portugal,55,386
55 years,Females,Bachelor's or equivalent level,Serbia,55,61
55 years,Females,Bachelor's or equivalent level,Slovakia,55,0
55 years,Females,Bachelor's or equivalent level,Slovenia,55,11
55 years,Females,Bachelor's or equivalent level,Spain,55,4314
55 years,Females,Bachelor's or equivalent level,Sweden,55,2330
55 years,Females,Bachelor's or equivalent level,Switzerland,55,369
55 years,Females,Bachelor's or equivalent level,Türkiye,55,5243
55 years,Females,Bachelor's or equivalent level,United Kingdom,55,4051
55 years,Females,Master's or equivalent level,Belgium,55,115
55 years,Females,Master's or equivalent level,Bosnia and Herzegovina,55,12
55 years,Females,Master's or equivalent level,Bulgaria,55,177
55 years,Females,Master's or equivalent level,Croatia,55,40
55 years,Females,Master's or equivalent level,Cyprus,55,98
55 years,Females,Master's or equivalent level,Czechia,55,261
55 years,Females,Master's or equivalent level,Denmark,55,286
55 years,Females,Master's or equivalent level,Estonia,55,54
55 years,Females,Master's or equivalent level,Finland,55,755
55 years,Females,Master's or equivalent level,France,55,1929
55 years,Females,Master's or equivalent level,Greece,55,696
55 years,Females,Master's or equivalent level,Hungary,55,209
55 years,Females,Master's or equivalent level,Iceland,55,96
55 years,Females,Master's or equivalent level,Ireland,55,348
55 years,Females,Master's or equivalent level,Italy,55,1974
55 years,Females,Master's or equivalent level,Latvia,55,66
55 years,Females,Bachelor's or equivalent level,Malta,55,9
55 years,Females,Bachelor's or equivalent level,Luxembourg,55,1
55 years,Females,Bachelor's or equivalent level,Norway,55,1511
55 years,Females,Bachelor's or equivalent level,Liechtenstein,55,0
55 years,Females,Master's or equivalent level,Luxembourg,55,3
55 years,Total,Master's or equivalent level,Germany,55,3164
55 years,Total,Bachelor's or equivalent level,Germany,55,4686
55 years,Males,Master's or equivalent level,Germany,55,1632
55 years,Males,Bachelor's or equivalent level,Germany,55,2264
55 years,Females,Bachelor's or equivalent level,Lithuania,55,132
55 years,Females,Bachelor's or equivalent level,Germany,55,2422
55 years,Females,Bachelor's or equivalent level,Austria,55,436
55 years,Females,Bachelor's or equivalent level,Belgium,55,142
55 years,Females,Bachelor's or equivalent level,Bosnia and Herzegovina,55,34
55 years,Females,Bachelor's or equivalent level,Bulgaria,55,171
55 years,Females,Bachelor's or equivalent level,Croatia,55,25
55 years,Females,Master's or equivalent level,Germany,55,1532
55 years,Females,Bachelor's or equivalent level,Czechia,55,183
55 years,Females,Bachelor's or equivalent level,Denmark,55,1162
55 years,Females,Bachelor's or equivalent level,Estonia,55,84
55 years,Females,Bachelor's or equivalent level,Finland,55,868
55 years,Females,Bachelor's or equivalent level,France,55,1221
55 years,Females,Bachelor's or equivalent level,Greece,55,2910
55 years,Females,Bachelor's or equivalent level,Hungary,55,406
55 years,Females,Bachelor's or equivalent level,Iceland,55,104
55 years,Females,Bachelor's or equivalent level,Latvia,55,79
55 years,Females,Bachelor's or equivalent level,Ireland,55,276
55 years,Females,Bachelor's or equivalent level,Italy,55,2685
55 years,Females,Bachelor's or equivalent level,Cyprus,55,30
60 years,Total,Bachelor's or equivalent level,Portugal,60,310
60 years,Total,Bachelor's or equivalent level,Poland,60,1075
60 years,Total,Bachelor's or equivalent level,Netherlands,60,2375
60 years,Total,Bachelor's or equivalent level,North Macedonia,60,6
60 years,Total,Bachelor's or equivalent level,Montenegro,60,2
60 years,Total,Bachelor's or equivalent level,Norway,60,644
60 years,Total,Bachelor's or equivalent level,Serbia,60,16
60 years,Total,Bachelor's or equivalent level,Türkiye,60,5409
60 years,Total,Bachelor's or equivalent level,Slovenia,60,7
60 years,Total,Master's or equivalent level,Austria,60,536
60 years,Total,Bachelor's or equivalent level,United Kingdom,60,3101
60 years,Total,Bachelor's or equivalent level,Switzerland,60,139
60 years,Total,Bachelor's or equivalent level,Sweden,60,1555
60 years,Total,Bachelor's or equivalent level,Malta,60,16
60 years,Total,Bachelor's or equivalent level,Spain,60,3980
60 years,Total,Bachelor's or equivalent level,Slovakia,60,0
60 years,Total,Bachelor's or equivalent level,Luxembourg,60,2
60 years,Females,Master's or equivalent level,Liechtenstein,60,0
60 years,Total,Bachelor's or equivalent level,Liechtenstein,60,0
60 years,Females,Master's or equivalent level,Lithuania,60,4
60 years,Total,Bachelor's or equivalent level,Bosnia and Herzegovina,60,8
60 years,Total,Bachelor's or equivalent level,Bulgaria,60,88
60 years,Total,Bachelor's or equivalent level,Croatia,60,7
60 years,Total,Bachelor's or equivalent level,Cyprus,60,13
60 years,Total,Bachelor's or equivalent level,Czechia,60,64
60 years,Total,Master's or equivalent level,Belgium,60,93
60 years,Total,Bachelor's or equivalent level,Denmark,60,493
60 years,Total,Bachelor's or equivalent level,Estonia,60,21
60 years,Total,Bachelor's or equivalent level,Finland,60,431
60 years,Total,Bachelor's or equivalent level,France,60,873
60 years,Total,Bachelor's or equivalent level,Greece,60,4290
60 years,Total,Bachelor's or equivalent level,Hungary,60,129
60 years,Total,Bachelor's or equivalent level,Iceland,60,54
60 years,Total,Bachelor's or equivalent level,Ireland,60,202
60 years,Total,Bachelor's or equivalent level,Italy,60,2167
60 years,Total,Bachelor's or equivalent level,Latvia,60,39
60 years,Total,Bachelor's or equivalent level,Lithuania,60,19
60 years,Total,Master's or equivalent level,Bosnia and Herzegovina,60,6
60 years,Total,Master's or equivalent level,Sweden,60,403
60 years,Total,Master's or equivalent level,Croatia,60,15
60 years,Total,Master's or equivalent level,Poland,60,216
60 years,Total,Master's or equivalent level,Portugal,60,223
60 years,Total,Master's or equivalent level,Serbia,60,14
60 years,Total,Master's or equivalent level,Slovakia,60,0
60 years,Total,Master's or equivalent level,Slovenia,60,8
60 years,Total,Master's or equivalent level,Spain,60,598
60 years,Total,Bachelor's or equivalent level,Austria,60,567
60 years,Total,Master's or equivalent level,Norway,60,167
60 years,Total,Master's or equivalent level,Switzerland,60,109
60 years,Total,Master's or equivalent level,United Kingdom,60,2288
60 years,Females,Bachelor's or equivalent level,Germany,60,786
60 years,Females,Master's or equivalent level,Germany,60,424
60 years,Males,Bachelor's or equivalent level,Germany,60,1100
60 years,Males,Master's or equivalent level,Germany,60,702
60 years,Total,Bachelor's or equivalent level,Germany,60,1886
60 years,Total,Master's or equivalent level,Germany,60,1126
60 years,Total,Master's or equivalent level,Türkiye,60,489
60 years,Total,Master's or equivalent level,Bulgaria,60,55
60 years,Total,Master's or equivalent level,North Macedonia,60,0
60 years,Total,Master's or equivalent level,Montenegro,60,0
