iscedf13,isced11,sex,geo,time,value
Services,Bachelor's or equivalent level,Total,Netherlands,2020,40075
Services,Bachelor's or equivalent level,Total,Netherlands,2021,40176
Services,Bachelor's or equivalent level,Total,Netherlands,2022,38379
Services,Bachelor's or equivalent level,Total,Netherlands,2023,36097
Services,Bachelor's or equivalent level,Total,Austria,2014,1794
Services,Bachelor's or equivalent level,Total,Austria,2015,2587
Services,Bachelor's or equivalent level,Total,Austria,2016,2769
Services,Bachelor's or equivalent level,Total,Austria,2017,2676
Services,Bachelor's or equivalent level,Total,Austria,2018,3093
Services,Bachelor's or equivalent level,Total,Austria,2019,2510
Services,Bachelor's or equivalent level,Total,Austria,2020,2526
Services,Bachelor's or equivalent level,Total,Austria,2021,2501
Services,Bachelor's or equivalent level,Total,Austria,2022,2422
Services,Bachelor's or equivalent level,Total,Austria,2023,2513
Services,Bachelor's or equivalent level,Total,Poland,2014,112976
Services,Bachelor's or equivalent level,Total,Poland,2015,110971
Services,Bachelor's or equivalent level,Total,Poland,2016,102086
Services,Bachelor's or equivalent level,Total,Poland,2017,84795
Services,Bachelor's or equivalent level,Total,Poland,2018,85078
Services,Bachelor's or equivalent level,Total,Poland,2019,82720
Services,Bachelor's or equivalent level,Total,Poland,2020,81239
Services,Bachelor's or equivalent level,Total,Poland,2021,79421
Services,Bachelor's or equivalent level,Total,Poland,2022,79240
Services,Bachelor's or equivalent level,Total,Poland,2023,73917
Services,Bachelor's or equivalent level,Total,Portugal,2014,15967
Services,Bachelor's or equivalent level,Total,Portugal,2015,15500
Services,Bachelor's or equivalent level,Total,Portugal,2016,15867
Services,Bachelor's or equivalent level,Total,Portugal,2017,15522
Services,Bachelor's or equivalent level,Total,Portugal,2018,15990
Services,Bachelor's or equivalent level,Total,Portugal,2019,16449
Services,Bachelor's or equivalent level,Total,Portugal,2020,16794
Services,Bachelor's or equivalent level,Total,Portugal,2021,17624
Services,Bachelor's or equivalent level,Total,Portugal,2022,17609
Services,Bachelor's or equivalent level,Total,Portugal,2023,17485
Services,Bachelor's or equivalent level,Total,Romania,2014,13423
Services,Bachelor's or equivalent level,Total,Romania,2015,14684
Services,Bachelor's or equivalent level,Total,Romania,2016,14752
Services,Bachelor's or equivalent level,Total,Romania,2017,15153
Services,Bachelor's or equivalent level,Total,Romania,2018,15578
Services,Bachelor's or equivalent level,Total,Romania,2019,15710
Services,Bachelor's or equivalent level,Total,Romania,2020,15202
Services,Bachelor's or equivalent level,Total,Romania,2021,15779
Services,Bachelor's or equivalent level,Total,Romania,2022,15923
Services,Bachelor's or equivalent level,Total,Romania,2023,14921
Services,Bachelor's or equivalent level,Total,Slovenia,2014,4177
Services,Bachelor's or equivalent level,Total,Slovenia,2015,3996
Services,Bachelor's or equivalent level,Total,Slovenia,2016,3557
Services,Bachelor's or equivalent level,Total,Slovenia,2017,3369
Services,Bachelor's or equivalent level,Total,Slovenia,2018,3105
Services,Bachelor's or equivalent level,Total,Slovenia,2019,2996
Services,Bachelor's or equivalent level,Total,Slovenia,2020,3008
Services,Bachelor's or equivalent level,Total,Slovenia,2021,3282
Services,Bachelor's or equivalent level,Total,Slovenia,2022,3025
Services,Bachelor's or equivalent level,Total,Slovenia,2023,2946
Services,Bachelor's or equivalent level,Total,Slovakia,2014,6403
Services,Bachelor's or equivalent level,Total,Slovakia,2015,6507
Services,Bachelor's or equivalent level,Total,Slovakia,2016,5919
Services,Bachelor's or equivalent level,Total,Slovakia,2017,5744
Services,Bachelor's or equivalent level,Total,Slovakia,2018,5495
Services,Bachelor's or equivalent level,Total,Slovakia,2019,5482
Services,Bachelor's or equivalent level,Total,Slovakia,2020,5509
Services,Bachelor's or equivalent level,Total,Slovakia,2021,5817
Services,Bachelor's or equivalent level,Total,Slovakia,2022,5623
Services,Bachelor's or equivalent level,Total,Slovakia,2023,5331
Services,Bachelor's or equivalent level,Total,Finland,2014,11613
Services,Bachelor's or equivalent level,Total,Finland,2015,10914
Services,Bachelor's or equivalent level,Total,Finland,2016,10596
Services,Bachelor's or equivalent level,Total,Finland,2017,10297
Services,Bachelor's or equivalent level,Total,Finland,2018,10210
Services,Bachelor's or equivalent level,Total,Finland,2019,10233
Services,Bachelor's or equivalent level,Total,Finland,2020,10120
Services,Bachelor's or equivalent level,Total,Finland,2021,10151
Services,Bachelor's or equivalent level,Total,Finland,2022,10320
Services,Bachelor's or equivalent level,Total,Finland,2023,10211
Services,Bachelor's or equivalent level,Total,Sweden,2014,5729
Services,Bachelor's or equivalent level,Total,Sweden,2015,5734
Services,Bachelor's or equivalent level,Total,Sweden,2016,5566
Services,Bachelor's or equivalent level,Total,Sweden,2017,5304
Services,Bachelor's or equivalent level,Total,Sweden,2018,4982
Services,Bachelor's or equivalent level,Total,Sweden,2019,5201
Services,Bachelor's or equivalent level,Total,Sweden,2020,5595
Services,Bachelor's or equivalent level,Total,Sweden,2021,6395
Services,Bachelor's or equivalent level,Total,Sweden,2022,6219
Services,Bachelor's or equivalent level,Total,Sweden,2023,5792
Services,Bachelor's or equivalent level,Total,Iceland,2014,412
Services,Bachelor's or equivalent level,Total,Iceland,2015,449
Services,Bachelor's or equivalent level,Total,Iceland,2016,433
Services,Bachelor's or equivalent level,Total,Iceland,2017,429
Services,Bachelor's or equivalent level,Total,Iceland,2018,429
Services,Bachelor's or equivalent level,Total,Iceland,2019,426
Services,Bachelor's or equivalent level,Total,Iceland,2020,342
Services,Bachelor's or equivalent level,Total,Iceland,2021,328
Services,Bachelor's or equivalent level,Total,Iceland,2022,269
Services,Bachelor's or equivalent level,Total,Iceland,2023,337
Services,Bachelor's or equivalent level,Total,Liechtenstein,2014,0
Services,Bachelor's or equivalent level,Total,Liechtenstein,2015,0
Services,Bachelor's or equivalent level,Total,Liechtenstein,2016,0
Services,Bachelor's or equivalent level,Total,Liechtenstein,2017,0
Services,Bachelor's or equivalent level,Total,Liechtenstein,2018,0
Services,Bachelor's or equivalent level,Total,Liechtenstein,2019,0
Services,Bachelor's or equivalent level,Total,Liechtenstein,2020,0
Services,Bachelor's or equivalent level,Total,Liechtenstein,2021,0
Services,Bachelor's or equivalent level,Total,Liechtenstein,2022,0
Services,Bachelor's or equivalent level,Total,Norway,2014,13888
Services,Bachelor's or equivalent level,Total,Norway,2015,12848
Services,Bachelor's or equivalent level,Total,Norway,2016,13451
Services,Bachelor's or equivalent level,Total,Norway,2017,12829
Services,Bachelor's or equivalent level,Total,Norway,2018,12748
Services,Bachelor's or equivalent level,Total,Norway,2019,10813
Services,Bachelor's or equivalent level,Total,Norway,2020,10684
Services,Bachelor's or equivalent level,Total,Norway,2021,10290
Services,Bachelor's or equivalent level,Total,Norway,2022,11311
Services,Bachelor's or equivalent level,Total,Norway,2023,10524
Services,Bachelor's or equivalent level,Total,Switzerland,2014,7929
Services,Bachelor's or equivalent level,Total,Switzerland,2015,8509
Services,Bachelor's or equivalent level,Total,Switzerland,2016,8464
Services,Bachelor's or equivalent level,Total,Switzerland,2017,8478
Services,Bachelor's or equivalent level,Total,Switzerland,2018,8216
Services,Bachelor's or equivalent level,Total,Switzerland,2019,8482
Services,Bachelor's or equivalent level,Total,Switzerland,2020,8928
Services,Bachelor's or equivalent level,Total,Switzerland,2021,9068
Services,Bachelor's or equivalent level,Total,Switzerland,2022,8990
Services,Bachelor's or equivalent level,Total,Switzerland,2023,8584
Services,Bachelor's or equivalent level,Total,United Kingdom,2014,22662
Services,Bachelor's or equivalent level,Total,United Kingdom,2015,0
Services,Bachelor's or equivalent level,Total,United Kingdom,2016,0
Services,Bachelor's or equivalent level,Total,United Kingdom,2017,0
Services,Bachelor's or equivalent level,Total,United Kingdom,2018,0
Services,Bachelor's or equivalent level,Total,United Kingdom,2019,0
Services,Bachelor's or equivalent level,Total,Bosnia and Herzegovina,2018,4842
Services,Bachelor's or equivalent level,Total,Bosnia and Herzegovina,2019,4603
Services,Bachelor's or equivalent level,Total,Bosnia and Herzegovina,2020,4255
Services,Bachelor's or equivalent level,Total,Bosnia and Herzegovina,2021,4143
Services,Bachelor's or equivalent level,Total,Bosnia and Herzegovina,2022,4404
Services,Bachelor's or equivalent level,Total,Bosnia and Herzegovina,2023,4194
Services,Bachelor's or equivalent level,Total,Montenegro,2021,2907
Services,Bachelor's or equivalent level,Total,Montenegro,2023,2267
Services,Bachelor's or equivalent level,Total,North Macedonia,2014,3486
Services,Bachelor's or equivalent level,Total,North Macedonia,2015,3766
Services,Bachelor's or equivalent level,Total,North Macedonia,2016,3688
Services,Bachelor's or equivalent level,Total,North Macedonia,2017,3579
Services,Bachelor's or equivalent level,Total,North Macedonia,2018,3803
Services,Bachelor's or equivalent level,Total,North Macedonia,2019,3345
Services,Bachelor's or equivalent level,Total,North Macedonia,2020,2990
Services,Bachelor's or equivalent level,Total,North Macedonia,2021,2132
Services,Bachelor's or equivalent level,Total,North Macedonia,2022,2024
Services,Bachelor's or equivalent level,Total,North Macedonia,2023,1987
Services,Bachelor's or equivalent level,Total,Georgia,2023,4710
Services,Bachelor's or equivalent level,Total,Albania,2021,3374
Services,Bachelor's or equivalent level,Total,Albania,2022,3225
Services,Bachelor's or equivalent level,Total,Albania,2023,3292
Services,Bachelor's or equivalent level,Total,Serbia,2014,16814
Services,Bachelor's or equivalent level,Total,Serbia,2015,17878
Services,Bachelor's or equivalent level,Total,Serbia,2016,16973
Services,Bachelor's or equivalent level,Total,Serbia,2017,18509
Services,Bachelor's or equivalent level,Total,Serbia,2018,18031
Services,Bachelor's or equivalent level,Total,Serbia,2019,17403
Services,Bachelor's or equivalent level,Total,Serbia,2020,16235
Services,Bachelor's or equivalent level,Total,Serbia,2021,15549
Services,Bachelor's or equivalent level,Total,Serbia,2022,13663
Services,Bachelor's or equivalent level,Total,Serbia,2023,14570
Services,Bachelor's or equivalent level,Total,Türkiye,2014,64488
Services,Bachelor's or equivalent level,Total,Türkiye,2015,73617
Services,Bachelor's or equivalent level,Total,Türkiye,2016,86748
Services,Bachelor's or equivalent level,Total,Türkiye,2017,107550
Services,Bachelor's or equivalent level,Total,Türkiye,2018,111487
Services,Bachelor's or equivalent level,Total,Türkiye,2019,117228
